,activity_id,assay_chembl_id,assay_description,assay_type,molecule_chembl_id,smiles,target_chembl_id,target_organism,standard_type,standard_units,relation,standard_value,error
1215,13424239,CHEMBL2423443,Fraction unbound in human Plasma,A,CHEMBL1086377,CCN1CCN(CC(=O)Nc2ccc(-c3cccc4c(=O)cc(N5CCOCC5)oc34)c3sc4ccccc4c23)CC1,CHEMBL613424,Homo sapiens,Fu,%,=,3.5999999999999996,
1216,13424278,CHEMBL2423443,Fraction unbound in human Plasma,A,CHEMBL2420287,CC(=O)N1CCN(CCOc2ccc(-c3cccc4c(=O)cc(N5CCOCC5)oc34)c3sc4ccccc4c23)CC1,CHEMBL613424,Homo sapiens,Fu,%,=,0.49,
1217,13424279,CHEMBL2423443,Fraction unbound in human Plasma,A,CHEMBL188678,O=c1cc(N2CCOCC2)oc2c(-c3cccc4c3sc3ccccc34)cccc12,CHEMBL613424,Homo sapiens,Fu,%,=,0.04,
1218,13424380,CHEMBL2423443,Fraction unbound in human Plasma,A,CHEMBL2420425,CN1CCN(CC(=O)Nc2ccc(-c3cccc4c(=O)cc(N5CCOCC5)oc34)c3sc4ccccc4c23)CC1,CHEMBL613424,Homo sapiens,Fu,%,=,3.5999999999999996,
1219,13440999,CHEMBL2427318,Fraction unbound in human serum,A,CHEMBL2425161,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(-c3ccc(OCc4ccccc4)nc3)cc2)cc1,CHEMBL613426,Homo sapiens,Fu,%,,,
1220,13441000,CHEMBL2427318,Fraction unbound in human serum,A,CHEMBL2425160,COc1ccc(-c2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)cc2)cn1,CHEMBL613426,Homo sapiens,Fu,%,,,
1221,13441001,CHEMBL2427318,Fraction unbound in human serum,A,CHEMBL2425159,COc1cc(OC)nc(-c2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)cc2)n1,CHEMBL613426,Homo sapiens,Fu,%,,,
1222,13441002,CHEMBL2427318,Fraction unbound in human serum,A,CHEMBL2425158,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(-c3ccncc3)cc2)cc1,CHEMBL613426,Homo sapiens,Fu,%,<,0.1,
1223,13441003,CHEMBL2427318,Fraction unbound in human serum,A,CHEMBL2425157,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(-c3ccc(N)nc3)cc2)cc1,CHEMBL613426,Homo sapiens,Fu,%,,,
1224,13441004,CHEMBL2427318,Fraction unbound in human serum,A,CHEMBL2425156,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(-c3cccnc3)cc2)cc1,CHEMBL613426,Homo sapiens,Fu,%,=,0.04,
1225,13441005,CHEMBL2427318,Fraction unbound in human serum,A,CHEMBL2425155,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(-c3nncn3C)cc2)cc1,CHEMBL613426,Homo sapiens,Fu,%,=,2.0,
1226,13441006,CHEMBL2427318,Fraction unbound in human serum,A,CHEMBL2425154,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(-n3cnnn3)cc2)cc1,CHEMBL613426,Homo sapiens,Fu,%,=,0.19,
1227,13441007,CHEMBL2427318,Fraction unbound in human serum,A,CHEMBL2425153,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(-c3cnco3)cc2)cc1,CHEMBL613426,Homo sapiens,Fu,%,=,0.05,
1228,13441008,CHEMBL2427318,Fraction unbound in human serum,A,CHEMBL2425152,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(-n3nnnc3C)cc2)cc1,CHEMBL613426,Homo sapiens,Fu,%,=,0.88,
1229,13441009,CHEMBL2427318,Fraction unbound in human serum,A,CHEMBL2425151,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(-c3csnn3)cc2)cc1,CHEMBL613426,Homo sapiens,Fu,%,=,0.06,
1230,13441010,CHEMBL2427318,Fraction unbound in human serum,A,CHEMBL2425150,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(-n3cncc3C)cc2)cc1,CHEMBL613426,Homo sapiens,Fu,%,=,0.88,
1231,13441011,CHEMBL2427318,Fraction unbound in human serum,A,CHEMBL2425149,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(-n3cnc(Cl)c3Cl)cc2)cc1,CHEMBL613426,Homo sapiens,Fu,%,<,0.01,
1232,13441012,CHEMBL2427318,Fraction unbound in human serum,A,CHEMBL2425148,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(-c3nnc(S)n3C)cc2)cc1,CHEMBL613426,Homo sapiens,Fu,%,=,0.35000000000000003,
1233,13441013,CHEMBL2427318,Fraction unbound in human serum,A,CHEMBL2425147,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(-n3cnnc3)cc2)cc1,CHEMBL613426,Homo sapiens,Fu,%,=,0.1,
1234,13441014,CHEMBL2427318,Fraction unbound in human serum,A,CHEMBL2425146,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(-n3ccnc3)cc2)cc1,CHEMBL613426,Homo sapiens,Fu,%,=,0.06999999999999999,
1235,13441015,CHEMBL2427318,Fraction unbound in human serum,A,CHEMBL2425145,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(-n3cnc(C)c3)cc2)cc1,CHEMBL613426,Homo sapiens,Fu,%,=,0.06,
1236,13441016,CHEMBL2427318,Fraction unbound in human serum,A,CHEMBL2425144,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(-n3cnc4c(N)ncnc43)cc2)cc1,CHEMBL613426,Homo sapiens,Fu,%,=,0.1,
1237,14550937,CHEMBL3222552,Fraction unbound in human plasma by equilibrium dialysis technique,A,CHEMBL3220543,CSc1nc(N2C[C@@H]3[C@H](C2)[C@H]3C(=O)O)ccc1C(=O)NC12CC3CC(CC(C3)C1)C2,CHEMBL613424,Homo sapiens,Fu,%,=,1.0999999999999999,
1255,15773225,CHEMBL3637285,Fraction unbound in human plasma at 0.1 to 10 uM after 6 hrs by LC-MS/MS analysis,A,CHEMBL3633720,C[C@H](NC(=O)CNC(=O)c1cccc(Cl)c1)c1ccccc1,CHEMBL613424,Homo sapiens,Fu,%,=,10.0,
1256,15773226,CHEMBL3637285,Fraction unbound in human plasma at 0.1 to 10 uM after 6 hrs by LC-MS/MS analysis,A,CHEMBL3633881,COc1cccc(C(=O)NCC(=O)N[C@@H](C)c2ccccc2)c1,CHEMBL613424,Homo sapiens,Fu,%,=,14.000000000000002,
1260,18779272,CHEMBL4269684,Fraction unbound in human 10% plasma,A,CHEMBL3648329,CNc1nc2ccccc2n1-c1nc(N2CCOC[C@H]2C)cc(C2([S@](C)(=N)=O)CC2)n1,CHEMBL612558,Homo sapiens,Fu,%,=,4.3,
1261,18779273,CHEMBL4269684,Fraction unbound in human 10% plasma,A,CHEMBL4291436,CNc1nc2ccccc2n1-c1nc(N2CCOC[C@H]2C)cc(C2(S(C)(=O)=O)CC2)n1,CHEMBL612558,Homo sapiens,Fu,%,=,2.1999999999999997,
1262,18779274,CHEMBL4269684,Fraction unbound in human 10% plasma,A,CHEMBL4281240,C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cncc3[nH]ccc23)n1,CHEMBL612558,Homo sapiens,Fu,%,=,26.0,
1263,18779275,CHEMBL4269684,Fraction unbound in human 10% plasma,A,CHEMBL4285417,C[C@@H]1COCCN1c1cc(C2([S@](C)(=N)=O)CC2)nc(-c2cc[nH]c3nccc2-3)n1,CHEMBL612558,Homo sapiens,Fu,%,=,26.0,
1264,18779276,CHEMBL4269684,Fraction unbound in human 10% plasma,A,CHEMBL2325697,C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cccc3[nH]ccc23)n1,CHEMBL612558,Homo sapiens,Fu,%,=,9.2,
1268,19191153,CHEMBL4389031,Fraction unbound in human plasma,A,CHEMBL4463517,O=C(NC1CC1)C(=O)C(Cc1ccccc1)NC(=O)[C@H]1CCC(=O)N1Cc1ccccc1,CHEMBL612558,Homo sapiens,Fu,%,=,30.0,
1642,5162262,CHEMBL1655784,"Unbound fraction in healthy human plasma at 6 mg/kg, iv administered as 30 mins infusion every 24 hrs measured on day 1",A,CHEMBL4744444,CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]1C(=O)NCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@@H]([C@H](C)CC(=O)O)C(=O)N[C@@H](CC(=O)c2ccccc2N)C(=O)O[C@@H]1C,CHEMBL613424,Homo sapiens,Fu,%,=,7.000000000000001,
1651,13351970,CHEMBL2398864,Fraction unbound in human serum,A,CHEMBL2398726,CC(C)[C@@H](NC(=O)[C@@H]1CC[C@@H](O)C1)C(=O)N1CC[C@](O)(c2ccc(Cl)cc2)C(C)(C)C1,CHEMBL613426,Homo sapiens,Fu,%,=,16.0,
1657,14536598,CHEMBL3222766,Fraction unbound in human plasma,A,CHEMBL3222230,Nc1ncnc2c1C(=O)N(c1ccc(-c3ccc(CC(=O)O)cc3Cl)cc1)CCO2,CHEMBL613424,Homo sapiens,Fu,%,=,5.6000000000000005,
1658,14536599,CHEMBL3222766,Fraction unbound in human plasma,A,CHEMBL3222231,NC(=O)Cc1ccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c(Cl)c1,CHEMBL613424,Homo sapiens,Fu,%,=,17.2,
1659,14536600,CHEMBL3222766,Fraction unbound in human plasma,A,CHEMBL3222232,Nc1ncnc2c1C(=O)N(c1ccc(-c3ccc(CC(=O)N4CC[C@@H](O)C4)cc3Cl)cc1)CCO2,CHEMBL613424,Homo sapiens,Fu,%,=,24.099999999999998,
1660,14536601,CHEMBL3222766,Fraction unbound in human plasma,A,CHEMBL3222233,Nc1ncnc2c1C(=O)N(c1ccc(-c3ccc(CC(=O)N4CC(O)C4)cc3Cl)cc1)CCO2,CHEMBL613424,Homo sapiens,Fu,%,=,22.3,
1661,14536602,CHEMBL3222766,Fraction unbound in human plasma,A,CHEMBL3222234,Nc1ncnc2c1C(=O)N(c1ccc(-c3ccc(CC(=O)N4CCNC(=O)C4)cc3Cl)cc1)CCO2,CHEMBL613424,Homo sapiens,Fu,%,=,30.2,
1662,14536603,CHEMBL3222766,Fraction unbound in human plasma,A,CHEMBL3222235,CS(=O)(=O)Cc1ccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c(Cl)c1,CHEMBL613424,Homo sapiens,Fu,%,=,21.2,
1663,14536604,CHEMBL3222766,Fraction unbound in human plasma,A,CHEMBL3222236,CC(=O)N(C)Cc1ccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c(Cl)c1,CHEMBL613424,Homo sapiens,Fu,%,=,9.4,
1664,14536605,CHEMBL3222766,Fraction unbound in human plasma,A,CHEMBL3222237,CC(=O)NCc1ccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c(Cl)c1,CHEMBL613424,Homo sapiens,Fu,%,=,13.3,
1665,14536606,CHEMBL3222766,Fraction unbound in human plasma,A,CHEMBL3222238,CN(Cc1ccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c(Cl)c1)S(C)(=O)=O,CHEMBL613424,Homo sapiens,Fu,%,=,8.6,
1666,14536607,CHEMBL3222766,Fraction unbound in human plasma,A,CHEMBL3222239,CS(=O)(=O)NCc1ccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c(Cl)c1,CHEMBL613424,Homo sapiens,Fu,%,=,12.2,
1667,14536608,CHEMBL3222766,Fraction unbound in human plasma,A,CHEMBL3222240,Nc1ncnc2c1C(=O)N(c1ccc(-c3ccc(Cn4cccnc4=O)cc3Cl)cc1)CCO2,CHEMBL613424,Homo sapiens,Fu,%,=,22.5,
1668,14536609,CHEMBL3222766,Fraction unbound in human plasma,A,CHEMBL3222241,Nc1ncnc2c1C(=O)N(c1ccc(-c3ccc(CN4CC[C@H](O)C4=O)cc3Cl)cc1)CCO2,CHEMBL613424,Homo sapiens,Fu,%,=,12.3,
1669,14536610,CHEMBL3222766,Fraction unbound in human plasma,A,CHEMBL3222242,CN(Cc1ccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c(Cl)c1)C(=O)CN,CHEMBL613424,Homo sapiens,Fu,%,>,49.0,
1670,14536611,CHEMBL3222766,Fraction unbound in human plasma,A,CHEMBL3222243,CN(Cc1ccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c(Cl)c1)C(=O)CCN,CHEMBL613424,Homo sapiens,Fu,%,=,48.0,
1671,14536612,CHEMBL3222766,Fraction unbound in human plasma,A,CHEMBL3222244,CN(Cc1ccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c(Cl)c1)C(=O)CCCN,CHEMBL613424,Homo sapiens,Fu,%,=,42.0,
1672,14536613,CHEMBL3222766,Fraction unbound in human plasma,A,CHEMBL3222245,Nc1ncnc2c1C(=O)N(c1ccc(-c3ccccc3Cl)cc1)CCO2,CHEMBL613424,Homo sapiens,Fu,%,=,3.5999999999999996,
1673,14536614,CHEMBL3222766,Fraction unbound in human plasma,A,CHEMBL3222246,N#Cc1ccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c(Cl)c1,CHEMBL613424,Homo sapiens,Fu,%,=,9.3,
1674,14536615,CHEMBL3222766,Fraction unbound in human plasma,A,CHEMBL3222247,Cc1ccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c(Cl)c1,CHEMBL613424,Homo sapiens,Fu,%,=,1.2,
1675,14536616,CHEMBL3222766,Fraction unbound in human plasma,A,CHEMBL3222249,Nc1ncnc2c1C(=O)N(c1ccc(-c3ccc(C(F)F)cc3Cl)cc1)CCO2,CHEMBL613424,Homo sapiens,Fu,%,=,2.1999999999999997,
1676,14536617,CHEMBL3222766,Fraction unbound in human plasma,A,CHEMBL3222250,Nc1ncnc2c1C(=O)N(c1ccc(-c3ccc(Cl)cc3Cl)cc1)CCO2,CHEMBL613424,Homo sapiens,Fu,%,=,0.7000000000000001,
1677,14536618,CHEMBL3222766,Fraction unbound in human plasma,A,CHEMBL3222251,Nc1ncnc2c1C(=O)N(c1ccc(-c3cccc(Cl)c3Cl)cc1)CCO2,CHEMBL613424,Homo sapiens,Fu,%,=,1.2,
1678,14536619,CHEMBL3222766,Fraction unbound in human plasma,A,CHEMBL3222252,N#Cc1cccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c1Cl,CHEMBL613424,Homo sapiens,Fu,%,=,5.8999999999999995,
1679,14536620,CHEMBL3222766,Fraction unbound in human plasma,A,CHEMBL3222253,Nc1ncnc2c1C(=O)N(c1ccc(-c3cc(Cl)ccc3Cl)cc1)CCO2,CHEMBL613424,Homo sapiens,Fu,%,=,1.2,
1680,14536621,CHEMBL3222766,Fraction unbound in human plasma,A,CHEMBL3222254,Nc1ncnc2c1C(=O)N(c1ccc(-c3ccccc3)cc1)CCO2,CHEMBL613424,Homo sapiens,Fu,%,=,9.6,
1681,14536622,CHEMBL3222766,Fraction unbound in human plasma,A,CHEMBL3222255,Cc1ccccc1-c1ccc(N2CCOc3ncnc(N)c3C2=O)cc1,CHEMBL613424,Homo sapiens,Fu,%,=,6.9,
1682,14536623,CHEMBL3222766,Fraction unbound in human plasma,A,CHEMBL3222256,Nc1ncnc2c1C(=O)N(c1ccc(-c3c(F)cccc3F)cc1)CCO2,CHEMBL613424,Homo sapiens,Fu,%,=,9.5,
1683,14536624,CHEMBL3222766,Fraction unbound in human plasma,A,CHEMBL3222257,Nc1ncnc2c1C(=O)N(c1ccc(-c3ccccc3Cl)c(F)c1)CCO2,CHEMBL613424,Homo sapiens,Fu,%,=,5.6000000000000005,
1684,14536625,CHEMBL3222766,Fraction unbound in human plasma,A,CHEMBL3222258,Cc1cccc(Cl)c1-c1ccc(N2CCOc3ncnc(N)c3C2=O)cc1,CHEMBL613424,Homo sapiens,Fu,%,=,4.1000000000000005,
1685,14536626,CHEMBL3222766,Fraction unbound in human plasma,A,CHEMBL3222259,Nc1ncnc2c1C(=O)N(c1ccc(-c3c(F)cccc3F)c(F)c1)CCO2,CHEMBL613424,Homo sapiens,Fu,%,=,4.0,
1686,14536627,CHEMBL3222766,Fraction unbound in human plasma,A,CHEMBL3222260,Nc1ncnc2c1C(=O)N(c1ccc(-c3ncccc3Cl)cc1)CCO2,CHEMBL613424,Homo sapiens,Fu,%,=,18.2,
1687,14536628,CHEMBL3222766,Fraction unbound in human plasma,A,CHEMBL3222261,N#Cc1cccc(Cl)c1-c1ccc(N2CCOc3ncnc(N)c3C2=O)cc1,CHEMBL613424,Homo sapiens,Fu,%,=,20.599999999999998,
1688,14536726,CHEMBL3222766,Fraction unbound in human plasma,A,CHEMBL3222262,Nc1ncnc2c1C(=O)N(c1ccc(-c3ccccc3F)cc1)CCO2,CHEMBL613424,Homo sapiens,Fu,%,=,8.0,
1690,15024071,CHEMBL3375003,Fraction unbound in human plasma,A,CHEMBL3310759,c1ccc(CNC2CCCn3nc(COc4ccccc4)cc32)cc1,CHEMBL613424,Homo sapiens,Fu,%,=,0.02,
1691,15024072,CHEMBL3375003,Fraction unbound in human plasma,A,CHEMBL3309851,O=C1c2cc(COc3ccccc3)nn2CCC1c1ccc(F)cc1,CHEMBL613424,Homo sapiens,Fu,%,=,0.8,
1692,15024127,CHEMBL3375003,Fraction unbound in human plasma,A,CHEMBL3310738,CC1(C)CCn2nc(COc3ccccc3)cc2C1=O,CHEMBL613424,Homo sapiens,Fu,%,=,10.0,
1693,15024129,CHEMBL3375003,Fraction unbound in human plasma,A,CHEMBL3309848,O=C1CCCn2nc(COc3ccccc3)cc21,CHEMBL613424,Homo sapiens,Fu,%,=,23.0,
1769,19409361,CHEMBL4427228,Fraction unbound in human plasma,A,CHEMBL3674060,Cc1nc2c(c(-c3ccccc3)n1)CCN(C(=O)c1cccc(C(F)(F)F)c1Cl)C2,CHEMBL612558,Homo sapiens,Fu,%,=,3.2,
1771,22440875,CHEMBL4678500,Unbound fraction in human plasma,A,CHEMBL4112930,C[C@]12CCCN1CC1=NNC(=O)c3cc(F)cc4[nH]c2c1c34,CHEMBL612558,Homo sapiens,Fu,%,=,4.3,
1773,22886167,CHEMBL4728145,Fraction unbound in human plasma after 18 hrs by equilibrium dialysis based LC-MS/MS analysis,A,CHEMBL4756948,FC(F)(F)CNc1nc(Nc2ccsc2)nc2[nH]cnc12,CHEMBL612558,Homo sapiens,Fu,%,=,95.0,
1774,22886168,CHEMBL4728145,Fraction unbound in human plasma after 18 hrs by equilibrium dialysis based LC-MS/MS analysis,A,CHEMBL4793736,Cn1nccc1Nc1nc(NCC(F)(F)F)c2nc[nH]c2n1,CHEMBL612558,Homo sapiens,Fu,%,=,72.0,
1798,2576214,CHEMBL991043,Fraction unbound in human plasma,A,CHEMBL480531,O=C(NCc1ccc(F)cc1)C1=C(O)C(=O)N(Cc2ccccn2)C1,CHEMBL613424,Homo sapiens,Fu,%,<,1.0,
1808,6151061,CHEMBL1764821,Fraction unbound in human plasma,A,CHEMBL1762550,Cc1ccc(CO)cc1N(C)c1ccnc(Nc2cc(N3CCOCC3)nc(N3CCOCC3)c2)n1,CHEMBL613424,Homo sapiens,Fu,%,=,5.2,
1809,6151062,CHEMBL1764821,Fraction unbound in human plasma,A,CHEMBL1762546,Cc1ccc(CO)cc1N(C)c1ccnc(Nc2cc(N3CCOCC3)cc(S(C)(=O)=O)c2)n1,CHEMBL613424,Homo sapiens,Fu,%,=,8.5,
1810,6151063,CHEMBL1764821,Fraction unbound in human plasma,A,CHEMBL1762530,Cc1ccc(CO)cc1N(C)c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1,CHEMBL613424,Homo sapiens,Fu,%,=,11.0,
1822,12682369,CHEMBL2346304,Fraction unbound in human plasma,A,CHEMBL2001019,OCCn1cc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1,CHEMBL613424,Homo sapiens,Fu,%,=,16.0,
1823,12682370,CHEMBL2346304,Fraction unbound in human plasma,A,CHEMBL1521,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,CHEMBL613424,Homo sapiens,Fu,%,=,49.0,
1824,12682371,CHEMBL2346304,Fraction unbound in human plasma,A,CHEMBL355862,N=C(N)NC(=O)c1cnn(-c2cccc3ncccc23)c1C1CC1,CHEMBL613424,Homo sapiens,Fu,%,=,34.0,
1825,12682372,CHEMBL2346304,Fraction unbound in human plasma,A,CHEMBL77131,CCNC(=O)OC1CCN(c2nncc3cc(OC)c(OC)cc23)CC1,CHEMBL613424,Homo sapiens,Fu,%,=,8.0,
1826,12682373,CHEMBL2346304,Fraction unbound in human plasma,A,CHEMBL2331669,C[C@H](O)C(=O)N1CCC(n2c(=O)n(C)c3cnc4ccc(-c5cccc6[nH]ncc56)nc4c32)CC1,CHEMBL613424,Homo sapiens,Fu,%,=,10.100000000000001,
1827,12682374,CHEMBL2346304,Fraction unbound in human plasma,A,CHEMBL2331664,Cc1ccc(-c2ccc3ncc4c(c3n2)n(C2CCN(C(=O)[C@H](C)O)CC2)c(=O)n4C)cn1,CHEMBL613424,Homo sapiens,Fu,%,=,8.75,
1828,12717288,CHEMBL2350846,Fraction unbound in human plasma,A,CHEMBL2347996,CC(C)(C)NC(=O)c1c[nH]c2ncc(-c3ncn4c3CCCC4)nc12,CHEMBL613424,Homo sapiens,Fu,%,=,4.0,
1829,12717289,CHEMBL2350846,Fraction unbound in human plasma,A,CHEMBL2347994,CC(C)(C)NC(=O)c1c[nH]c2ncc(-c3nn(C4CCNCC4)c4cc(F)ccc34)nc12,CHEMBL613424,Homo sapiens,Fu,%,=,0.95,
1830,12717290,CHEMBL2350846,Fraction unbound in human plasma,A,CHEMBL2347993,Cc1ccc2c(-c3cnc4[nH]cc(C(=O)NC(C)(C)CO)c4n3)nn(CCCN(C)C)c2c1,CHEMBL613424,Homo sapiens,Fu,%,=,12.0,
1831,12717291,CHEMBL2350846,Fraction unbound in human plasma,A,CHEMBL2347992,CC(C)(CO)NC(=O)c1c[nH]c2ncc(-c3nn(CCCS(C)(=O)=O)c4cc(F)ccc34)nc12,CHEMBL613424,Homo sapiens,Fu,%,=,6.5,
1832,12717292,CHEMBL2350846,Fraction unbound in human plasma,A,CHEMBL2347991,CC(C)(C)NC(=O)c1c[nH]c2ncc(-c3nn(CCC(O)CO)c4cc(F)ccc34)nc12,CHEMBL613424,Homo sapiens,Fu,%,=,1.2,
1833,12717293,CHEMBL2350846,Fraction unbound in human plasma,A,CHEMBL2347988,CC(C)(C)NC(=O)c1c[nH]c2ncc(-c3nn(CCC(O)CO)c4ccc(OC(F)F)cc34)nc12,CHEMBL613424,Homo sapiens,Fu,%,=,0.7000000000000001,
1834,12717294,CHEMBL2350846,Fraction unbound in human plasma,A,CHEMBL2347420,CC(C)(C)NC(=O)c1c[nH]c2ncc(-c3nn(CCCS(C)(=O)=O)c4ccc(OC(F)F)cc34)nc12,CHEMBL613424,Homo sapiens,Fu,%,=,0.7000000000000001,
1835,12717295,CHEMBL2350846,Fraction unbound in human plasma,A,CHEMBL2347416,CN1CC(Cn2nc(-c3cnc4[nH]cc(C(=O)NC(C)(C)C)c4n3)c3cc(OC(F)F)ccc32)C1,CHEMBL613424,Homo sapiens,Fu,%,=,1.0999999999999999,
1836,12717296,CHEMBL2350846,Fraction unbound in human plasma,A,CHEMBL2347413,Cn1nc(-c2cnc3[nH]cc(C(=O)N[C@]4(C)C[C@H](N)C4)c3n2)c2ccc(F)cc21,CHEMBL613424,Homo sapiens,Fu,%,=,8.0,
1837,12717297,CHEMBL2350846,Fraction unbound in human plasma,A,CHEMBL2347409,Cc1ccc2c(-c3cnc4[nH]cc(C(=O)NC5(C)CCNC5)c4n3)nn(C)c2c1,CHEMBL613424,Homo sapiens,Fu,%,=,4.0,
1838,12717298,CHEMBL2350846,Fraction unbound in human plasma,A,CHEMBL2346686,Cn1nc(-c2cnc3[nH]cc(C(=O)NC(C)(C)C)c3n2)c2cc(OC(F)F)ccc21,CHEMBL613424,Homo sapiens,Fu,%,=,0.1,
1839,12717299,CHEMBL2350846,Fraction unbound in human plasma,A,CHEMBL2348856,Cn1nc(-c2cnc3[nH]cc(C(=O)NC(C)(C)CO)c3n2)c2ccc(Cl)cc21,CHEMBL613424,Homo sapiens,Fu,%,=,0.3,
1840,12717300,CHEMBL2350846,Fraction unbound in human plasma,A,CHEMBL2348855,C[C@@H](CO)NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(Cl)ccc34)nc12,CHEMBL613424,Homo sapiens,Fu,%,=,0.8,
1841,12717301,CHEMBL2350846,Fraction unbound in human plasma,A,CHEMBL2348854,Cn1nc(-c2cnc3[nH]cc(C(=O)NC(C)(C)C)c3n2)c2ccc(F)cc21,CHEMBL613424,Homo sapiens,Fu,%,=,0.13999999999999999,
1842,12717302,CHEMBL2350846,Fraction unbound in human plasma,A,CHEMBL2348853,Cn1nc(-c2cnc3[nH]cc(C(=O)NC(C)(C)C)c3n2)c2ccc(Cl)cc21,CHEMBL613424,Homo sapiens,Fu,%,=,0.3,
1843,12717303,CHEMBL2350846,Fraction unbound in human plasma,A,CHEMBL2348851,COc1ccc(-c2cnc3[nH]cc(C(=O)NC(C)CO)c3n2)cc1OC,CHEMBL613424,Homo sapiens,Fu,%,=,4.0,
1844,12717304,CHEMBL2350846,Fraction unbound in human plasma,A,CHEMBL2348850,COc1cc(-c2cnc3[nH]cc(C(=O)NC(C)C)c3n2)cc(OC)c1OC,CHEMBL613424,Homo sapiens,Fu,%,<,1.0,
1845,12717305,CHEMBL2350846,Fraction unbound in human plasma,A,CHEMBL2177737,COc1ccc(Nc2nc(-c3cccc(C(=O)Nc4ccc(C(=O)O)cc4)c3)nc3scnc23)cc1OC,CHEMBL613424,Homo sapiens,Fu,%,=,0.9400000000000001,
1846,12717306,CHEMBL2350846,Fraction unbound in human plasma,A,CHEMBL2177736,NC(=O)c1cnc(N[C@@H]2CCCC[C@@H]2N)nc1Nc1cccc(-n2nccn2)c1,CHEMBL613424,Homo sapiens,Fu,%,=,1.4000000000000001,
1847,12717307,CHEMBL2350846,Fraction unbound in human plasma,A,CHEMBL2103830,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC,CHEMBL613424,Homo sapiens,Fu,%,=,1.5,
1851,13482638,CHEMBL2439932,Fraction unbound in human,A,CHEMBL2436225,CN[C@@H](C)C(=O)N[C@@H]1C(=O)N(Cc2c(OC)ccc3ccccc23)c2ccc(C#N)cc2N(C(C)=O)[C@H]1C.Cl,CHEMBL3879801,Homo sapiens,Fu,%,=,2.8000000000000003,
1852,13482652,CHEMBL2439932,Fraction unbound in human,A,CHEMBL2436226,CN[C@@H](C)C(=O)N[C@@H]1C(=O)N(Cc2c(C)ccc3ccccc23)c2ccc(C#N)cc2N(C(C)=O)[C@H]1C.Cl,CHEMBL3879801,Homo sapiens,Fu,%,=,1.6,
