,activity_id,assay_chembl_id,assay_description,assay_type,molecule_chembl_id,smiles,target_chembl_id,target_organism,standard_type,standard_units,relation,standard_value,error
1863,14732711,CHEMBL3293584,Fraction unbound in human plasma,A,CHEMBL3287229,COCCOc1ccc(-c2ccc(COc3ncccc3C(N)=O)nc2)c(C)c1,CHEMBL613424,Homo sapiens,Fu,%,=,4.2,
1869,15640595,CHEMBL3591957,Fraction unbound (%) in human plasma in phosphate buffer after 30 mins by liquid scintillation counting,A,CHEMBL836,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,CHEMBL613424,Homo sapiens,Fu,%,=,1.0,
1873,15772173,CHEMBL3637260,Fraction unbound in human plasma at 2 uM by equilibrium dialysis method,A,CHEMBL3633460,COc1ccc(Cl)cc1-c1cc(=O)[nH]c(=S)n1CC(N)=O,CHEMBL613424,Homo sapiens,Fu,%,=,37.6,
1880,17986281,CHEMBL3999273,Fraction unbound in human blood,A,CHEMBL4071864,CN1C(=O)[C@@H](NC(=O)c2n[nH]c(Cc3ccccc3)n2)COc2ccccc21,CHEMBL613416,Homo sapiens,Fu,%,=,7.3999999999999995,
1925,23148612,CHEMBL4809923,Fraction unbound in human blood measured after 4 hrs by LC-MS/MS analysis,A,CHEMBL4863388,CNC(=O)c1cc(C(=O)NCCC[C@H]2OC[C@H](N)CO2)cc(Cc2ccccc2)n1,CHEMBL612558,Homo sapiens,Fu,%,=,22.8,
1926,23148613,CHEMBL4809923,Fraction unbound in human blood measured after 4 hrs by LC-MS/MS analysis,A,CHEMBL4846199,CNC(=O)c1cc(C(=O)N[C@H]2[C@@H]3COC[C@@H]32)cc(Cc2cccc3[nH]ccc23)n1,CHEMBL612558,Homo sapiens,Fu,%,=,18.5,
1927,23148614,CHEMBL4809923,Fraction unbound in human blood measured after 4 hrs by LC-MS/MS analysis,A,CHEMBL4854638,CNC(=O)c1cc(C(=O)N[C@H]2C[C@@H]2C)cc(Cc2cccc3[nH]ccc23)n1,CHEMBL612558,Homo sapiens,Fu,%,=,9.4,
1928,23148615,CHEMBL4809923,Fraction unbound in human blood measured after 4 hrs by LC-MS/MS analysis,A,CHEMBL4873182,CNC(=O)c1cc(C(=O)N[C@H]2[C@@H]3COC[C@@H]32)cc([C@@H](C)c2ccccc2)n1,CHEMBL612558,Homo sapiens,Fu,%,=,16.1,
1929,23148616,CHEMBL4809923,Fraction unbound in human blood measured after 4 hrs by LC-MS/MS analysis,A,CHEMBL4868170,CNC(=O)c1cc(C(=O)N[C@H]2[C@@H]3COC[C@@H]32)cc(C(OC)c2ccccc2)n1,CHEMBL612558,Homo sapiens,Fu,%,=,20.1,
1930,23148617,CHEMBL4809923,Fraction unbound in human blood measured after 4 hrs by LC-MS/MS analysis,A,CHEMBL4862372,CNC(=O)c1cc(C(=O)N[C@H]2C[C@@H]2C)cc(C(O)c2ccccc2)n1,CHEMBL612558,Homo sapiens,Fu,%,=,22.900000000000002,
1932,23271031,CHEMBL4835318,Fraction unbound in human plasma,A,CHEMBL4878039,Cn1cncc1-c1cc(F)ccc1CN1CCP(=O)(O)[C@](CCCCN)(C(=O)O)C1,CHEMBL612558,Homo sapiens,Fu,%,=,95.0,
1937,24417306,CHEMBL5047669,Plasma protein binding in human assessed as unbound fraction,A,CHEMBL5093642,O=C(c1cnc(NC2(c3cncnc3)CC2)nc1)N1CCCCC1,CHEMBL612558,Homo sapiens,Fu,%,=,0.918,
1938,24417307,CHEMBL5047669,Plasma protein binding in human assessed as unbound fraction,A,CHEMBL4802040,O=C(c1cnc(NCc2cnccn2)nc1)N1CCC2(CCOCC2)C1,CHEMBL612558,Homo sapiens,Fu,%,=,81.2,
1940,25449077,CHEMBL5318384,Fraction unbound in human,A,CHEMBL4514203,O[C@]1(C(F)(F)F)CCCC[C@H]1Nc1ccc(F)cc1,CHEMBL612558,Homo sapiens,Fu,%,=,12.0,
1944,2941163,CHEMBL1043158,Fraction unbound in human serum after 3 to 7 hrs by equilibrium dialysis,A,CHEMBL574436,COC[C@H](C1CC1)n1cc(Cl)nc(Nc2cc(C)c(OC)nc2C)c1=O,CHEMBL613426,Homo sapiens,Fu,%,=,2.1,
1945,2941164,CHEMBL1043158,Fraction unbound in human serum after 3 to 7 hrs by equilibrium dialysis,A,CHEMBL573978,COC[C@H](C1CC1)n1cc(Cl)nc(Nc2cc(C#N)c(OC(F)F)nc2C)c1=O,CHEMBL613426,Homo sapiens,Fu,%,=,3.5000000000000004,
1946,2941165,CHEMBL1043158,Fraction unbound in human serum after 3 to 7 hrs by equilibrium dialysis,A,CHEMBL574853,Cc1nc(OC(F)F)c(C#N)cc1Nc1nc(Cl)cn([C@H](C)C2CC2)c1=O,CHEMBL613426,Homo sapiens,Fu,%,=,1.6,
1947,2941166,CHEMBL1043158,Fraction unbound in human serum after 3 to 7 hrs by equilibrium dialysis,A,CHEMBL574852,COC[C@H](C1CC1)n1cc(Cl)nc(Nc2cc(C)c(OC(F)F)nc2C)c1=O,CHEMBL613426,Homo sapiens,Fu,%,=,0.8,
1948,2941167,CHEMBL1043158,Fraction unbound in human serum after 3 to 7 hrs by equilibrium dialysis,A,CHEMBL573976,CC[C@H](C1CC1)n1cc(C#N)nc(Nc2cc(C)c(OC)nc2C)c1=O,CHEMBL613426,Homo sapiens,Fu,%,=,1.9,
1949,2941168,CHEMBL1043158,Fraction unbound in human serum after 3 to 7 hrs by equilibrium dialysis,A,CHEMBL572589,COC[C@@H](C1CC1)n1cc(Cl)nc(Nc2cc(C)c(OC(F)F)nc2C)c1=O,CHEMBL613426,Homo sapiens,Fu,%,=,0.8,
1951,5293960,CHEMBL1695230,Protein binding in human serum assessed as fraction unbound,A,CHEMBL1688243,CCO[C@@H]1Cc2cc(C(F)(F)F)ccc2[C@H]1N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,CHEMBL613426,Homo sapiens,Fu,%,=,16.0,
1957,12052961,CHEMBL2155075,Fraction unbound in human plasma at 10 uM after 4 hrs by rapid equilibrium dialysis assay,A,CHEMBL2151181,CC#Cc1cncc(-c2cc(Cl)c([C@]3(C)CC(=O)N(C)C(=N)N3)s2)c1,CHEMBL613424,Homo sapiens,Fu,%,=,4.0,
1965,15197148,CHEMBL3413529,Fraction unbound in human plasma by equilibrium dialysis technique,A,CHEMBL3410672,C[C@H]1COCCN1c1cc(C2(S(=O)(=O)C3CC3)CC2)nc(-c2ccc(NC(=S)NCCO)cc2)n1,CHEMBL613424,Homo sapiens,Fu,%,=,41.0,
1980,16803706,CHEMBL3869591,Unbound fraction in human plasma at 1 uM,A,CHEMBL3947221,N[C@]1(C(=O)O)[C@@H]2[C@@H](C(=O)O)[C@@H]2[C@H](O)[C@H]1OCc1ccc(Cl)c(Cl)c1,CHEMBL612558,Homo sapiens,Fu,%,>,40.0,
1986,18556581,CHEMBL4200554,Protein binding in human plasma assessed as unbound fraction at 1 uM measured after 6 hrs by equilibrium dialysis method,A,CHEMBL4214902,O=c1[nH]c2ccc(-c3c(Cl)cccc3OC(F)(F)F)cc2[nH]1,CHEMBL612558,Homo sapiens,Fu,%,=,30.0,
1987,18556582,CHEMBL4200554,Protein binding in human plasma assessed as unbound fraction at 1 uM measured after 6 hrs by equilibrium dialysis method,A,CHEMBL4211593,Cc1cccc(C)c1-c1ccc2[nH]c(=O)[nH]c2c1,CHEMBL612558,Homo sapiens,Fu,%,=,2.1,
1988,18556583,CHEMBL4200554,Protein binding in human plasma assessed as unbound fraction at 1 uM measured after 6 hrs by equilibrium dialysis method,A,CHEMBL4211080,Cc1cccc(Cl)c1-c1ccc2[nH]c(=O)[nH]c2c1,CHEMBL612558,Homo sapiens,Fu,%,=,90.0,
1989,18556584,CHEMBL4200554,Protein binding in human plasma assessed as unbound fraction at 1 uM measured after 6 hrs by equilibrium dialysis method,A,CHEMBL4216045,O=c1[nH]c2ccc(-c3c(Cl)cccc3C3CC3)cc2[nH]1,CHEMBL612558,Homo sapiens,Fu,%,=,20.0,
1990,18556585,CHEMBL4200554,Protein binding in human plasma assessed as unbound fraction at 1 uM measured after 6 hrs by equilibrium dialysis method,A,CHEMBL4214549,O=c1[nH]c2ccc(-c3c(Cl)cccc3Cl)cc2[nH]1,CHEMBL612558,Homo sapiens,Fu,%,=,50.0,
1991,18556586,CHEMBL4200554,Protein binding in human plasma assessed as unbound fraction at 1 uM measured after 6 hrs by equilibrium dialysis method,A,CHEMBL4202885,O=c1[nH]c2ccc(-c3c(Cl)cncc3Cl)cc2[nH]1,CHEMBL612558,Homo sapiens,Fu,%,=,2.9,
1992,18556587,CHEMBL4200554,Protein binding in human plasma assessed as unbound fraction at 1 uM measured after 6 hrs by equilibrium dialysis method,A,CHEMBL4218962,N#Cc1cccc(Cl)c1-c1ccc2[nH]c(=O)[nH]c2c1,CHEMBL612558,Homo sapiens,Fu,%,=,5.1,
1993,18556588,CHEMBL4200554,Protein binding in human plasma assessed as unbound fraction at 1 uM measured after 6 hrs by equilibrium dialysis method,A,CHEMBL4207238,N#CCc1cccc(Cl)c1-c1ccc2[nH]c(=O)[nH]c2c1,CHEMBL612558,Homo sapiens,Fu,%,=,2.7,
1994,18556589,CHEMBL4200554,Protein binding in human plasma assessed as unbound fraction at 1 uM measured after 6 hrs by equilibrium dialysis method,A,CHEMBL4207659,COc1cccc(Cl)c1-c1ccc2[nH]c(=O)[nH]c2c1,CHEMBL612558,Homo sapiens,Fu,%,=,3.9,
1995,18556590,CHEMBL4200554,Protein binding in human plasma assessed as unbound fraction at 1 uM measured after 6 hrs by equilibrium dialysis method,A,CHEMBL4211865,Cc1cc(-c2c(Cl)cccc2OC(F)(F)F)cc2c1NC(=O)C2,CHEMBL612558,Homo sapiens,Fu,%,=,30.0,
1996,18556591,CHEMBL4200554,Protein binding in human plasma assessed as unbound fraction at 1 uM measured after 6 hrs by equilibrium dialysis method,A,CHEMBL4203681,Cc1cc(-c2c(Cl)cncc2OC(F)(F)F)cc2c1NC(=O)C2,CHEMBL612558,Homo sapiens,Fu,%,=,4.4,
1997,18556592,CHEMBL4200554,Protein binding in human plasma assessed as unbound fraction at 1 uM measured after 6 hrs by equilibrium dialysis method,A,CHEMBL4215352,Cc1cc(-c2c(Cl)cncc2OC(F)F)cc2c1NC(=O)C2,CHEMBL612558,Homo sapiens,Fu,%,=,11.0,
2001,18684742,CHEMBL4251855,Fraction unbound in human plasma at 10 uM after 6.5 hrs by equilibrium dialysis method,A,CHEMBL4279883,CNc1cc(Nc2cc(F)cc(F)c2OC)nn2c(C(=O)NC[C@](C)(O)CO)cnc12,CHEMBL612558,Homo sapiens,Fu,%,=,27.0,
2002,18684743,CHEMBL4251855,Fraction unbound in human plasma at 10 uM after 6.5 hrs by equilibrium dialysis method,A,CHEMBL4293510,NC(=O)c1cnc2c(N[C@H]3C[C@H]3F)cc(Nc3cccc(-c4ccc(C(F)(F)F)cc4F)c3)nn12,CHEMBL612558,Homo sapiens,Fu,%,=,0.4,
2003,18684744,CHEMBL4251855,Fraction unbound in human plasma at 10 uM after 6.5 hrs by equilibrium dialysis method,A,CHEMBL4290130,C[C@](O)(CO)CNc1cc(Nc2cccc(-c3ccc(C(F)(F)F)cc3F)c2)nn2c(C(N)=O)cnc12,CHEMBL612558,Homo sapiens,Fu,%,=,1.0,
2004,18852776,CHEMBL4306841,Plasma protein binding in human assessed as unbound fraction by equilibrium dialysis method,A,CHEMBL4168496,CCS(=O)(=O)c1ccc(C(NC(C)=O)C(=O)Nc2cc(-c3cc(C#N)cc(F)c3OC)cs2)cc1,CHEMBL612558,Homo sapiens,Fu,%,=,1.3,
2005,18852777,CHEMBL4306841,Plasma protein binding in human assessed as unbound fraction by equilibrium dialysis method,A,CHEMBL4458320,CCS(=O)(=O)c1ccc(C(NC(=O)Cc2ccccc2)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,CHEMBL612558,Homo sapiens,Fu,%,=,0.72,
2006,18852778,CHEMBL4306841,Plasma protein binding in human assessed as unbound fraction by equilibrium dialysis method,A,CHEMBL4562895,CCS(=O)(=O)c1ccc([C@@H](NC(C)=O)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,CHEMBL612558,Homo sapiens,Fu,%,=,12.0,
2007,18852779,CHEMBL4306841,Plasma protein binding in human assessed as unbound fraction by equilibrium dialysis method,A,CHEMBL4445354,CCS(=O)(=O)c1ccc([C@H](NC(C)=O)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,CHEMBL612558,Homo sapiens,Fu,%,=,10.0,
2010,18922695,CHEMBL4323803,Protein binding in human plasma assessed as unbound fraction,A,CHEMBL4537998,O=C(Nc1ccc(Oc2ccc(F)cc2)cc1)N1CCc2ncccc2[C@@H]1c1ccc(Cl)cc1,CHEMBL612558,Homo sapiens,Fu,%,=,0.2,
2011,18922696,CHEMBL4323803,Protein binding in human plasma assessed as unbound fraction,A,CHEMBL4458424,O=C(Nc1cnc(Oc2ccc(F)cc2)nc1)N1CCc2ncccc2[C@@H]1c1ccc(F)cc1,CHEMBL612558,Homo sapiens,Fu,%,=,1.7000000000000002,
2029,23274837,CHEMBL4835959,"Fraction unbound in plasma of human CGRPalpha-induced migraine marmoset model at 7 mg/kg, sc measured after 15 to 105 mins",A,CHEMBL4848032,Cn1c(=O)[nH]c2c(Cl)cc3c(c21)CN(CC(F)(F)F)C(=O)[C@H](CC(=O)N1CCC(N2CCc4ccccc4NC2=O)CC1)C3,CHEMBL612558,Homo sapiens,Fu,%,=,2.3,
2030,23274838,CHEMBL4835959,"Fraction unbound in plasma of human CGRPalpha-induced migraine marmoset model at 7 mg/kg, sc measured after 15 to 105 mins",A,CHEMBL4857649,O=C(C[C@@H]1Cc2cc(Cl)c3[nH]c(=O)n(CC(F)(F)F)c3c2CN(CC(F)(F)F)C1=O)N1CCC(N2CCc3ccccc3NC2=O)CC1,CHEMBL612558,Homo sapiens,Fu,%,=,0.8999999999999999,
2031,23274839,CHEMBL4835959,"Fraction unbound in plasma of human CGRPalpha-induced migraine marmoset model at 7 mg/kg, sc measured after 15 to 105 mins",A,CHEMBL4849710,O=C(C[C@@H]1Cc2cc(Cl)c3c(c2CN(CC(F)(F)F)C1=O)C(F)(F)C(=O)N3)N1CCC(n2c(=O)[nH]c3ncccc32)CC1,CHEMBL612558,Homo sapiens,Fu,%,=,5.4,
2041,25610442,CHEMBL5360455,Unbound fraction in human plasma at 5 uM incubated for 6 hrs at 37 degC by LC-MS analysis based equilibrium dialysis,A,CHEMBL5424175,Brc1ccc2[nH]nc(C3=CCCNC3)c2c1,CHEMBL612558,Homo sapiens,Fu,%,=,12.0,
2044,25721960,CHEMBL5391083,Plasma protein binding in human assessed as unbound fraction at 2 uM incubated for 4 hrs by LC/MS/MS based balanced dialysis method,A,CHEMBL3287379,O=C1C=CN(c2c(F)cc(N3C[C@H](CNc4ccon4)OC3=O)c(F)c2F)CC1,CHEMBL612558,Homo sapiens,Fu,%,=,90.0,
2065,25912345,CHEMBL5525775,Protein binding in human plasma assessed as unbound fraction at 5 uM incubated for 5 hrs by LC-MS/MS method,A,CHEMBL4129258,NS(=O)(=O)c1cccc(-c2ccc3nccc(-c4ccnc(C(F)(F)F)c4)c3n2)c1,CHEMBL612558,Homo sapiens,Fu,%,=,3.0,
2066,25912346,CHEMBL5525775,Protein binding in human plasma assessed as unbound fraction at 5 uM incubated for 5 hrs by LC-MS/MS method,A,CHEMBL5555367,N[C@H]1CCN(c2ccnc3ccc(-c4ccc(C(F)(F)F)nc4)nc23)C1,CHEMBL612558,Homo sapiens,Fu,%,,,
2067,25912347,CHEMBL5525775,Protein binding in human plasma assessed as unbound fraction at 5 uM incubated for 5 hrs by LC-MS/MS method,A,CHEMBL5561481,FC(F)(F)c1ccc(-c2ccc3nccc(N[C@@H]4CCNC4)c3n2)cn1,CHEMBL612558,Homo sapiens,Fu,%,=,18.0,
2068,25912348,CHEMBL5525775,Protein binding in human plasma assessed as unbound fraction at 5 uM incubated for 5 hrs by LC-MS/MS method,A,CHEMBL5558804,FC(F)(F)c1ccc(-c2ccc3nccc(NC4CCNCC4)c3n2)cn1,CHEMBL612558,Homo sapiens,Fu,%,=,30.0,
2069,25912349,CHEMBL5525775,Protein binding in human plasma assessed as unbound fraction at 5 uM incubated for 5 hrs by LC-MS/MS method,A,CHEMBL5564268,CN1CCC(Nc2ccnc3ccc(-c4ccc(C(F)(F)F)nc4)nc23)CC1,CHEMBL612558,Homo sapiens,Fu,%,=,50.0,
2072,3016185,CHEMBL1039905,Fraction unbound in human liver microsomes,A,CHEMBL579031,CCc1nn(CCO)c(CC)c1Oc1cccc(C#N)c1,CHEMBL613373,Homo sapiens,Fu,%,=,80.0,
2073,3016186,CHEMBL1039905,Fraction unbound in human liver microsomes,A,CHEMBL576255,CCc1nn(CCN)c(CC)c1Oc1cccc(C#N)c1,CHEMBL613373,Homo sapiens,Fu,%,=,50.0,
2074,3016187,CHEMBL1039905,Fraction unbound in human liver microsomes,A,CHEMBL577718,CCc1nn(CCN)c(CC)c1Oc1cc(C)cc(C#N)c1,CHEMBL613373,Homo sapiens,Fu,%,=,40.0,
2076,5162266,CHEMBL1655788,"Unbound fraction in healthy human plasma at 8 mg/kg, iv administered as 30 mins infusion every 24 hrs measured on day 7",A,CHEMBL4744444,CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]1C(=O)NCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@@H]([C@H](C)CC(=O)O)C(=O)N[C@@H](CC(=O)c2ccccc2N)C(=O)O[C@@H]1C,CHEMBL613424,Homo sapiens,Fu,%,=,9.0,
2089,15052687,CHEMBL3366929,Unbound fraction in human serum,A,CHEMBL3334824,CC(C)[C@@H](NC(=O)NCC(C)(C)O)C(=O)N1CC[C@](O)(c2ccc(Cl)cc2)C(C)(C)C1,CHEMBL613426,Homo sapiens,Fu,%,=,19.0,
2102,16403289,CHEMBL3744113,Fraction unbound in human plasma,A,CHEMBL3739712,Cc1cc(COc2ccc(F)c(F)c2F)nc(-c2ccccn2)n1,CHEMBL612546,Homo sapiens,Fu,%,=,3.0,
2103,16403290,CHEMBL3744113,Fraction unbound in human plasma,A,CHEMBL3740291,CC1(C#N)CN(c2cc(COc3ccc(F)c(F)c3F)nc(-c3ccccn3)n2)C1,CHEMBL612546,Homo sapiens,Fu,%,=,4.8,
2104,16403291,CHEMBL3744113,Fraction unbound in human plasma,A,CHEMBL3741735,Fc1ccc(OCc2cc(OCC3(F)COC3)nc(-c3ccccn3)n2)c(F)c1F,CHEMBL612546,Homo sapiens,Fu,%,=,1.5,
2111,18147481,CHEMBL4032614,Fraction unbound in human plasma at 5 uM pre-incubated for 1 hr by ultra-centrifugation and LC-MS/MS method,A,CHEMBL4088721,CN(Cc1ccc(C(F)(F)F)cc1)c1cc(C(=O)Nc2ccccc2)ncn1,CHEMBL613424,Homo sapiens,Fu,%,=,0.11,
2112,18147482,CHEMBL4032614,Fraction unbound in human plasma at 5 uM pre-incubated for 1 hr by ultra-centrifugation and LC-MS/MS method,A,CHEMBL4075071,CN(Cc1ccc(C(F)(F)F)nc1)c1cc(C(=O)Nc2ccccc2)ncn1,CHEMBL613424,Homo sapiens,Fu,%,=,0.05,
2113,18147483,CHEMBL4032614,Fraction unbound in human plasma at 5 uM pre-incubated for 1 hr by ultra-centrifugation and LC-MS/MS method,A,CHEMBL4088719,CC(C)Oc1ccc(NC(=O)c2cc(N(C)Cc3ccc(F)cc3)ncn2)cc1,CHEMBL613424,Homo sapiens,Fu,%,=,0.04,
2114,18147484,CHEMBL4032614,Fraction unbound in human plasma at 5 uM pre-incubated for 1 hr by ultra-centrifugation and LC-MS/MS method,A,CHEMBL4070191,CN1CCN(c2ccc(NC(=O)c3cc(N(C)Cc4ccc(C(F)(F)F)cc4)ncn3)cc2)CC1,CHEMBL613424,Homo sapiens,Fu,%,=,0.13999999999999999,
2115,18147485,CHEMBL4032614,Fraction unbound in human plasma at 5 uM pre-incubated for 1 hr by ultra-centrifugation and LC-MS/MS method,A,CHEMBL4101551,CN(Cc1ccc(F)cc1)c1cc(C(=O)Nc2nncs2)ncn1,CHEMBL613424,Homo sapiens,Fu,%,=,0.01,
2116,18147486,CHEMBL4032614,Fraction unbound in human plasma at 5 uM pre-incubated for 1 hr by ultra-centrifugation and LC-MS/MS method,A,CHEMBL4083549,CN(Cc1ccc(C(F)(F)F)nc1)c1cc(C(=O)Nc2nncs2)ncn1,CHEMBL613424,Homo sapiens,Fu,%,=,0.32,
2140,18556335,CHEMBL4200484,Protein binding in human plasma assessed as unbound fraction by equilibrium dialysis method,A,CHEMBL4217549,C[C@H](Nc1c(C(N)=O)nnc2ccc(-c3ccc(OCCCN(C)C)nc3)cc12)C1CCOCC1,CHEMBL612558,Homo sapiens,Fu,%,=,13.0,
2141,18556336,CHEMBL4200484,Protein binding in human plasma assessed as unbound fraction by equilibrium dialysis method,A,CHEMBL4218854,CNC(=O)c1nnc2ccc(-c3ccc(OCCCN(C)C)nc3)cc2c1N[C@@H](C)C1CCOCC1,CHEMBL612558,Homo sapiens,Fu,%,=,4.0,
2143,18980265,CHEMBL4339036,Protein binding in human serum assessed as unbound fraction,A,CHEMBL4514379,N#Cc1cnc2ccc(-c3c(-c4ccc(F)c(Cl)c4)ncn3CCO)nn12,CHEMBL612558,Homo sapiens,Fu,%,=,10.0,
2149,22429984,CHEMBL4676151,Fraction unbound in human plasma by equilibrium dialysis method,A,CHEMBL4779715,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(O[C@H]3CCN(CCCF)C3)cn2)N1CC(F)(F)F,CHEMBL612558,Homo sapiens,Fu,%,=,15.0,
2150,22429985,CHEMBL4676151,Fraction unbound in human plasma by equilibrium dialysis method,A,CHEMBL4797178,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(N(C)[C@H]3CCN(CCCF)C3)cn2)N1CC(F)(F)F,CHEMBL612558,Homo sapiens,Fu,%,=,5.7,
2151,22429986,CHEMBL4676151,Fraction unbound in human plasma by equilibrium dialysis method,A,CHEMBL4780809,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(N[C@H]3CCN(CCCF)C3)cn2)N1CC(F)(F)F,CHEMBL612558,Homo sapiens,Fu,%,=,18.0,
2152,22429987,CHEMBL4676151,Fraction unbound in human plasma by equilibrium dialysis method,A,CHEMBL4751770,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(N(C)C3CN(CCCF)C3)cn2)N1CC(F)(F)F,CHEMBL612558,Homo sapiens,Fu,%,=,15.0,
2153,22429988,CHEMBL4676151,Fraction unbound in human plasma by equilibrium dialysis method,A,CHEMBL4744329,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(NCCNCCCF)cn2)N1CC(F)(F)F,CHEMBL612558,Homo sapiens,Fu,%,=,16.0,
2154,22429989,CHEMBL4676151,Fraction unbound in human plasma by equilibrium dialysis method,A,CHEMBL4785486,C[C@@H]1Cc2c(ccc3[nH]ccc23)[C@@H](c2ccc(NC3CN(CCCF)C3)cn2)N1CC(F)(F)F,CHEMBL612558,Homo sapiens,Fu,%,=,7.3,
2155,22429990,CHEMBL4676151,Fraction unbound in human plasma by equilibrium dialysis method,A,CHEMBL4752903,CC1(C)Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(NC3CN(CCCF)C3)cn2)N1CC(F)(F)F,CHEMBL612558,Homo sapiens,Fu,%,=,14.000000000000002,
2156,22429991,CHEMBL4676151,Fraction unbound in human plasma by equilibrium dialysis method,A,CHEMBL4797729,CC1(C)Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(NC3CN(CCCF)C3)cn2)N1CC(F)F,CHEMBL612558,Homo sapiens,Fu,%,=,22.0,
2157,22429992,CHEMBL4676151,Fraction unbound in human plasma by equilibrium dialysis method,A,CHEMBL4787725,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@](C)(c2ccc(NC3CN(CCCF)C3)cn2)N1CC(F)F,CHEMBL612558,Homo sapiens,Fu,%,=,10.0,
2158,22429993,CHEMBL4676151,Fraction unbound in human plasma by equilibrium dialysis method,A,CHEMBL4782483,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(OCCN3CC(CF)C3)cn2)N1CC(F)(F)F,CHEMBL612558,Homo sapiens,Fu,%,=,22.0,
2159,22429994,CHEMBL4676151,Fraction unbound in human plasma by equilibrium dialysis method,A,CHEMBL4763079,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(OCCN3CC(CF)C3)cn2)N1CC(F)F,CHEMBL612558,Homo sapiens,Fu,%,=,49.0,
2160,22429995,CHEMBL4676151,Fraction unbound in human plasma by equilibrium dialysis method,A,CHEMBL4650365,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(NC3CN(CCCF)C3)cn2)N1CC(F)(F)F,CHEMBL612558,Homo sapiens,Fu,%,=,23.0,
2161,22429996,CHEMBL4676151,Fraction unbound in human plasma by equilibrium dialysis method,A,CHEMBL4759597,COc1cc(NC2CN(CCCF)C2)ccc1[C@@H]1c2ccc3[nH]ncc3c2C[C@@H](C)N1CC(F)(F)F,CHEMBL612558,Homo sapiens,Fu,%,=,6.0,
2162,22429997,CHEMBL4676151,Fraction unbound in human plasma by equilibrium dialysis method,A,CHEMBL4754747,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(NC3CN(CCCF)C3)cn2)N1CC(F)F,CHEMBL612558,Homo sapiens,Fu,%,=,40.0,
2163,22429998,CHEMBL4676151,Fraction unbound in human plasma by equilibrium dialysis method,A,CHEMBL4758424,COc1cc(NC2CN(CCCF)C2)ccc1[C@@H]1c2ccc3[nH]ncc3c2C[C@@H](C)N1CC(F)F,CHEMBL612558,Homo sapiens,Fu,%,=,12.0,
2164,22429999,CHEMBL4676151,Fraction unbound in human plasma by equilibrium dialysis method,A,CHEMBL4790076,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(NC3CN(CCCF)C3)cn2)N1CC(F)(F)CO,CHEMBL612558,Homo sapiens,Fu,%,=,64.0,
2165,22430000,CHEMBL4676151,Fraction unbound in human plasma by equilibrium dialysis method,A,CHEMBL4792482,COc1cc(NC2CN(CCCF)C2)ccc1[C@@H]1c2ccc3[nH]ncc3c2C[C@@H](C)N1CC(F)(F)CO,CHEMBL612558,Homo sapiens,Fu,%,=,23.0,
2166,22430001,CHEMBL4676151,Fraction unbound in human plasma by equilibrium dialysis method,A,CHEMBL4749269,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(NC3CN(CCCF)C3)cn2)N1CC(C)(F)F,CHEMBL612558,Homo sapiens,Fu,%,=,24.0,
2167,22430002,CHEMBL4676151,Fraction unbound in human plasma by equilibrium dialysis method,A,CHEMBL4743256,COc1cc(NC2CN(CCCF)C2)ccc1[C@@H]1c2ccc3[nH]ncc3c2C[C@@H](C)N1CC(C)(F)F,CHEMBL612558,Homo sapiens,Fu,%,=,4.3,
2168,22430003,CHEMBL4676151,Fraction unbound in human plasma by equilibrium dialysis method,A,CHEMBL4753585,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(NC3CN(CCCF)C3)cn2)N1CC(C)(C)F,CHEMBL612558,Homo sapiens,Fu,%,=,10.0,
