activity_id,assay_chembl_id,molecule_chembl_id,type,standard_units,relation,standard_value,target_chembl_id,target_organism,assay_description,assay_type,smiles,clint,units,assay_class
10995731,CHEMBL2072697,CHEMBL2070708,CL,mL.min-1.kg-1,=,85.0,CHEMBL375,Mus musculus,Clearance in nude mouse,A,Cl.NC(=O)Nc1cc(-c2cccc(F)c2F)sc1C(=O)N[C@H]1CCCNC1,85.0,mL.min-1.kg-1,species_only_mouse
10995732,CHEMBL2072697,CHEMBL2070707,CL,mL.min-1.kg-1,=,71.0,CHEMBL375,Mus musculus,Clearance in nude mouse,A,Cl.NC(=O)Nc1sc(-c2cccc(F)c2F)cc1C(=O)N[C@H]1CCCNC1,71.0,mL.min-1.kg-1,species_only_mouse
10995733,CHEMBL2072697,CHEMBL2070702,CL,mL.min-1.kg-1,=,86.0,CHEMBL375,Mus musculus,Clearance in nude mouse,A,Cl.NC(=O)Nc1cc(-c2ccc(F)cc2)sc1C(=O)N[C@H]1CCCNC1,86.0,mL.min-1.kg-1,species_only_mouse
10995734,CHEMBL2072697,CHEMBL2070701,CL,mL.min-1.kg-1,=,81.0,CHEMBL375,Mus musculus,Clearance in nude mouse,A,Cl.NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(=O)N[C@H]1CCCNC1,81.0,mL.min-1.kg-1,species_only_mouse
10995735,CHEMBL2072697,CHEMBL2041933,CL,mL.min-1.kg-1,=,50.0,CHEMBL375,Mus musculus,Clearance in nude mouse,A,NC(=O)Nc1cc(-c2cccc(F)c2)sc1C(=O)N[C@H]1CCCNC1,50.0,mL.min-1.kg-1,species_only_mouse
10995736,CHEMBL2072697,CHEMBL2070700,CL,mL.min-1.kg-1,=,33.0,CHEMBL375,Mus musculus,Clearance in nude mouse,A,Cl.NC(=O)Nc1sc(-c2cccc(F)c2)cc1C(=O)N[C@H]1CCCNC1,33.0,mL.min-1.kg-1,species_only_mouse
11005336,CHEMBL2090132,CHEMBL2087639,CL,mL.min-1.kg-1,=,20.0,CHEMBL375,Mus musculus,"Clearance in Swiss mouse at 7.5 mg/kg, iv",A,CCCCCCc1c(O)ccc2c1O[C@]1(C2=O)C(Cl)=C(Cl)C(=O)N1C,20.0,mL.min-1.kg-1,species_only_mouse
11007449,CHEMBL2090375,CHEMBL2089106,CL,mL.min-1.kg-1,=,29.6,CHEMBL375,Mus musculus,"Clearance in CD mouse at 0.3 mg/kg, iv",A,Cc1c(Cn2c(C)nc(=O)c3sc(N4CCOCC4)nc32)cccc1C(F)(F)F,29.6,mL.min-1.kg-1,species_only_mouse
11007570,CHEMBL2090375,CHEMBL2089109,CL,mL.min-1.kg-1,=,48.6,CHEMBL375,Mus musculus,"Clearance in CD mouse at 0.3 mg/kg, iv",A,Cc1c(Cn2c(C3CC3)nc(=O)c3sc(N4CCOCC4)nc32)cccc1C(F)(F)F,48.6,mL.min-1.kg-1,species_only_mouse
11007571,CHEMBL2090375,CHEMBL2089114,CL,mL.min-1.kg-1,=,29.4,CHEMBL375,Mus musculus,"Clearance in CD mouse at 0.3 mg/kg, iv",A,Cc1c(Cl)cccc1Cn1c(CO)nc(=O)c2sc(N3CCOCC3)nc21,29.4,mL.min-1.kg-1,species_only_mouse
11008344,CHEMBL2089421,CHEMBL2087549,CL,mL.min-1.kg-1,=,43.33,CHEMBL375,Mus musculus,"Clearance in CD1 (ICR) mouse at 3 mg/kg, iv",A,CCc1nn2c(-c3c(OC)cc(COC)cc3OC)cccc2c1N(CC1CCOCC1)CC1CC1.Cc1ccc(S(=O)(=O)O)cc1,43.33,mL.min-1.kg-1,species_only_mouse
11012654,CHEMBL2092125,CHEMBL469230,CL,mL.min-1.kg-1,=,15.0,CHEMBL375,Mus musculus,"Clearance in mouse at 5 mg/kg, iv and 40 mg/kg, po",A,Cn1cc(S(C)(=O)=O)cc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,15.0,mL.min-1.kg-1,species_only_mouse
11012655,CHEMBL2092125,CHEMBL2087620,CL,mL.min-1.kg-1,=,14.0,CHEMBL375,Mus musculus,"Clearance in mouse at 5 mg/kg, iv and 40 mg/kg, po",A,Cn1cncc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,14.0,mL.min-1.kg-1,species_only_mouse
11012656,CHEMBL2092125,CHEMBL1652588,CL,mL.min-1.kg-1,=,20.0,CHEMBL375,Mus musculus,"Clearance in mouse at 5 mg/kg, iv and 40 mg/kg, po",A,C#CCn1c(=O)c2c(-c3cncn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,20.0,mL.min-1.kg-1,species_only_mouse
11013961,CHEMBL2092280,CHEMBL1254771,CL,mL.min-1.kg-1,=,131.0,CHEMBL375,Mus musculus,"Clearance in Swiss mouse at 5 mg/kg, po and 1 mg/kg, iv",A,COc1cc(C)c(S(=O)(=O)N(C)CCOCC(=O)N(C)Cc2ccc(C3=NCCN3)cc2)c(C)c1,131.0,mL.min-1.kg-1,species_only_mouse
11013963,CHEMBL2092280,CHEMBL2087418,CL,mL.min-1.kg-1,=,23.5,CHEMBL375,Mus musculus,"Clearance in Swiss mouse at 5 mg/kg, po and 1 mg/kg, iv",A,COc1cc(C)c(S(=O)(=O)N(C)CCOCC(=O)N2CCN([C@@H]3CN4CCC3CC4)CC2)c(C)c1,23.5,mL.min-1.kg-1,species_only_mouse
11013964,CHEMBL2092280,CHEMBL2087421,CL,mL.min-1.kg-1,=,24.1,CHEMBL375,Mus musculus,"Clearance in Swiss mouse at 5 mg/kg, po and 1 mg/kg, iv",A,COc1cc(C)c(S(=O)(=O)N(C)CCOCC(=O)N2CCN(C3CCN(C)CC3)CC2)c(C)c1,24.1,mL.min-1.kg-1,species_only_mouse
11013966,CHEMBL2092280,CHEMBL2087429,CL,mL.min-1.kg-1,=,25.0,CHEMBL375,Mus musculus,"Clearance in Swiss mouse at 5 mg/kg, po and 1 mg/kg, iv",A,COc1cc(C)c(S(=O)(=O)N(C)CCOCC(=O)N2CCC(CCN(C)C)CC2)c(C)c1,25.0,mL.min-1.kg-1,species_only_mouse
11015907,CHEMBL2092011,CHEMBL2087076,CL,mL.min-1.kg-1,=,88.0,CHEMBL375,Mus musculus,"Clearance in mouse at 1 mg/kg, iv",A,O=C(NOCCO)c1ccc2[nH]ncc2c1Nc1ccc(I)cc1F,88.0,mL.min-1.kg-1,species_only_mouse
