activity_id,assay_chembl_id,molecule_chembl_id,type,standard_units,relation,standard_value,target_chembl_id,target_organism,assay_description,assay_type,smiles,clint,units,assay_class
19485043,CHEMBL4481395,CHEMBL4549065,CL,mL.min-1.g-1,=,53.0,CHEMBL612558,,Intrinsic clearance in mouse liver S9 fraction,A,C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@]1(C)[C@H](OC(=O)COc1ccc2c(c1F)B(O)OC2)C[C@@](C)(CO)[C@@H](O)[C@@H]3C,0.053,mL.min-1.kg-1,hepatocyte_mouse
20676147,CHEMBL4621681,CHEMBL4635381,CL,mL.min-1.g-1,=,1.4,CHEMBL612558,,Intrinsic clearance in mouse hepatocytes,A,COc1ccccc1-c1ccnc2c(O)c(-c3nc(C)n[nH]3)ncc12,0.0014,mL.min-1.kg-1,hepatocyte_mouse
22401446,CHEMBL4669712,CHEMBL4162752,CL,mL.min-1.kg-1,=,82.16,CHEMBL612558,,Clearance in mouse hepatocytes at 100 uM incubated up to 120 mins by LC-MS/MS analysis,A,O=C(O)CNC(=O)c1ncc(C#CCOc2ccc(Cl)cc2)cc1O,82.16,mL.min-1.kg-1,hepatocyte_mouse
22429542,CHEMBL4675911,CHEMBL4755764,CL,mL.min-1.kg-1,=,181.67,CHEMBL612558,,Intrinsic clearance in mouse cryopreserved hepatocytes at 1 uM incubated from 10 to 180 mins under shaking condition by LC-MS/MS analysis,A,COc1ccc2c(c1)CCn1c-2cc(OCC2COc3ncccc3O2)nc1=O,181.67,mL.min-1.kg-1,hepatocyte_mouse
22429543,CHEMBL4675911,CHEMBL4748375,CL,mL.min-1.kg-1,=,188.33,CHEMBL612558,,Intrinsic clearance in mouse cryopreserved hepatocytes at 1 uM incubated from 10 to 180 mins under shaking condition by LC-MS/MS analysis,A,COc1ccc2c(c1)CCn1c-2cc(OCC2COc3cccnc3O2)nc1=O,188.33,mL.min-1.kg-1,hepatocyte_mouse
22429544,CHEMBL4675911,CHEMBL3714917,CL,mL.min-1.kg-1,=,375.0,CHEMBL612558,,Intrinsic clearance in mouse cryopreserved hepatocytes at 1 uM incubated from 10 to 180 mins under shaking condition by LC-MS/MS analysis,A,COc1ccc2c(c1)CCn1c-2cc(OCC2COc3ccccc3O2)nc1=O,375.0,mL.min-1.kg-1,hepatocyte_mouse
22429545,CHEMBL4675911,CHEMBL3718436,CL,mL.min-1.kg-1,=,261.67,CHEMBL612558,,Intrinsic clearance in mouse cryopreserved hepatocytes at 1 uM incubated from 10 to 180 mins under shaking condition by LC-MS/MS analysis,A,COc1ccc2c(c1)CCn1c-2cc(OCC2COCCO2)nc1=O,261.67,mL.min-1.kg-1,hepatocyte_mouse
22429550,CHEMBL4675911,CHEMBL1871173,CL,mL.min-1.kg-1,=,176.67,CHEMBL612558,,Intrinsic clearance in mouse cryopreserved hepatocytes at 1 uM incubated from 10 to 180 mins under shaking condition by LC-MS/MS analysis,A,COc1cc2c(cc1OC)-c1cc(NCc3ccccc3)nc(=O)n1CC2,176.67,mL.min-1.kg-1,hepatocyte_mouse
22456794,CHEMBL4682231,CHEMBL4792737,CL,mL.min-1.kg-1,=,33.0,CHEMBL612558,,Intrinsic clearance in mouse hepatocytes,A,COc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,33.0,mL.min-1.kg-1,hepatocyte_mouse
22456797,CHEMBL4682231,CHEMBL4794132,CL,mL.min-1.kg-1,=,187.0,CHEMBL612558,,Intrinsic clearance in mouse hepatocytes,A,C[C@H](CN1C[C@@H](C)O[C@@H](C)C1)Oc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,187.0,mL.min-1.kg-1,hepatocyte_mouse
22456799,CHEMBL4682231,CHEMBL4751373,CL,mL.min-1.kg-1,=,475.0,CHEMBL612558,,Intrinsic clearance in mouse hepatocytes,A,C[C@@H](CN1CCOCC12COC2)Oc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,475.0,mL.min-1.kg-1,hepatocyte_mouse
22456803,CHEMBL4682231,CHEMBL4797559,CL,mL.min-1.kg-1,=,158.0,CHEMBL612558,,Intrinsic clearance in mouse hepatocytes,A,C[C@H](COc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2)N1CCOCC1,158.0,mL.min-1.kg-1,hepatocyte_mouse
22456804,CHEMBL4682231,CHEMBL4784220,CL,mL.min-1.kg-1,=,137.0,CHEMBL612558,,Intrinsic clearance in mouse hepatocytes,A,C[C@@H](COc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2)N1CCOCC1,137.0,mL.min-1.kg-1,hepatocyte_mouse
22456806,CHEMBL4682231,CHEMBL4783168,CL,mL.min-1.kg-1,=,38.0,CHEMBL612558,,Intrinsic clearance in mouse hepatocytes,A,O=c1cc(-c2cccc3c2Sc2ccc(O[C@@H]4CCN(CC(F)F)C4)cc2C3)oc(N2CCOCC2)c1,38.0,mL.min-1.kg-1,hepatocyte_mouse
22456808,CHEMBL4682231,CHEMBL4788662,CL,mL.min-1.kg-1,=,36.0,CHEMBL612558,,Intrinsic clearance in mouse hepatocytes,A,O=c1cc(-c2cccc3c2Sc2ccc(OC4CN(CC(F)F)C4)cc2C3)oc(N2CCOCC2)c1,36.0,mL.min-1.kg-1,hepatocyte_mouse
22456809,CHEMBL4682231,CHEMBL4761765,CL,mL.min-1.kg-1,=,431.0,CHEMBL612558,,Intrinsic clearance in mouse hepatocytes,A,C[C@@H]1CN([C@H](C)COc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)C[C@H](C)O1,431.0,mL.min-1.kg-1,hepatocyte_mouse
22456812,CHEMBL4682231,CHEMBL4752634,CL,mL.min-1.kg-1,=,72.0,CHEMBL612558,,Intrinsic clearance in mouse hepatocytes,A,COC[C@@H](C)Oc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,72.0,mL.min-1.kg-1,hepatocyte_mouse
22456814,CHEMBL4682231,CHEMBL4760480,CL,mL.min-1.kg-1,=,68.0,CHEMBL612558,,Intrinsic clearance in mouse hepatocytes,A,O=c1cc(-c2cccc3c2Sc2ccc(OC4COC4)cc2C3)oc(N2CCOCC2)c1,68.0,mL.min-1.kg-1,hepatocyte_mouse
22456817,CHEMBL4682231,CHEMBL4783459,CL,mL.min-1.kg-1,=,56.0,CHEMBL612558,,Intrinsic clearance in mouse hepatocytes,A,COc1ccc2c(c1)C1(CCOCC1)c1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,56.0,mL.min-1.kg-1,hepatocyte_mouse
22456819,CHEMBL4682231,CHEMBL4783046,CL,mL.min-1.kg-1,=,81.0,CHEMBL612558,,Intrinsic clearance in mouse hepatocytes,A,COC[C@H]1c2cc(OC)ccc2Sc2c(-c3cc(=O)cc(N4CCOCC4)o3)cccc21,81.0,mL.min-1.kg-1,hepatocyte_mouse
22849716,CHEMBL4723205,CHEMBL3973674,CL,mL.min-1.g-1,=,2.5,CHEMBL612558,,Clearance in mouse cryopreserved hepatocytes at 1 uM incubated from 1 to 80 mins by LC-MS/MS analysis,A,COCCOc1cc(NC(=O)N2CCCc3cc(CN4CCN(C)CC4=O)c(C=O)nc32)ncc1C#N,0.0025,mL.min-1.kg-1,hepatocyte_mouse
22856629,CHEMBL4725005,CHEMBL2028665,CL,mL.min-1.g-1,=,3.4,CHEMBL612558,,Intrinsic clearance in mouse intestinal S9 fraction at 10 uM up to 60 min in presence of NADPH by LC-MS/MS analysis,A,CCOC(=O)OC[C@H]1O[C@@H](Oc2nn(C(C)C)c(C)c2Cc2ccc(OC(C)C)cc2)[C@H](O)[C@@H](O)[C@@H]1O,0.0034,mL.min-1.kg-1,hepatocyte_mouse
