,activity_id,assay_chembl_id,molecule_chembl_id,type,standard_units,relation,standard_value,target_chembl_id,target_organism,assay_description,assay_type,smiles
3129,1427409,CHEMBL838960,CHEMBL196960,LogD,,=,3.32,CHEMBL2362975,,Partition coefficient (logD) (octanol/PBS),P,COCC1(N(C(=O)C(C)[18F])c2ccccc2)CCN(CCc2cccs2)CC1
3213,1609751,CHEMBL881905,CHEMBL2067959,LogD,,=,-2.3,CHEMBL2362975,,Log D value was measured in octanol/buffer (pH 7.5),P,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C(O)c1cc(NC(=O)[C@H](Cc2ccccc2)NC(=O)c2cc3[nH]cnc3cc2C(=O)NCC23CC4CC(CC(C4)C2)C3)cc(C(=O)O)c1
3214,1609774,CHEMBL881905,CHEMBL2067956,LogD,,=,1.4,CHEMBL2362975,,Log D value was measured in octanol/buffer (pH 7.5),P,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C(O)c1cc(NC(=O)c2cc(-c3ccc4ccccc4c3)[nH]c2CC2CCCCCC2)cc(C(=O)O)c1
3215,1609778,CHEMBL881905,CHEMBL2067971,LogD,,=,2.9,CHEMBL2362975,,Log D value was measured in octanol/buffer (pH 7.5),P,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C(O)c1cccc(NC(=O)c2cc(-c3ccc4ccccc4c3)[nH]c2CC2CCCCCC2)c1
3216,1609791,CHEMBL881905,CHEMBL2067950,LogD,,=,0.7,CHEMBL2362975,,Log D value was measured in octanol/buffer (pH 7.5),P,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C(O)c1cc(NC(=O)c2[nH]c(-c3ccc4ccccc4c3)nc2CC2CCCCCC2)cc(C(=O)O)c1
3217,1609795,CHEMBL881905,CHEMBL2067960,LogD,,=,2.8,CHEMBL2362975,,Log D value was measured in octanol/buffer (pH 7.5),P,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C(O)c1cccc(NC(=O)c2[nH]c(-c3ccc4ccccc4c3)nc2CC2CCCCCC2)c1
3218,1609808,CHEMBL883084,CHEMBL2067962,LogD,,=,1.1,CHEMBL2362975,,Log D value was measured in octanol/buffer (pH 7.5),P,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C(O)c1cccc(NC(=O)[C@H](Cc2ccccc2)NC(=O)c2cc3[nH]cnc3cc2C(=O)NCC23CC4CC(CC(C4)C2)C3)c1
3219,1609812,CHEMBL881905,CHEMBL2067969,LogD,,=,3.7,CHEMBL2362975,,Log D value was measured in octanol/buffer (pH 7.5),P,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc2nc[nH]c2cc1C(=O)N[C@@H](Cc1ccccc1)C(=O)Nc1cc(CO)cc(CO)c1
3220,1609901,CHEMBL884376,CHEMBL195007,LogD,,=,4.9,CHEMBL2362975,,Lipophilicity was measured in octanol/buffer (pH 7.4),P,Cc1cc(C)c(-c2nc(C(=O)Nc3ccc(C)c(C(=O)O)c3)c(CCC34CC5CC(CC(C5)C3)C4)[nH]2)c(C)c1
3221,1609925,CHEMBL884376,CHEMBL196133,LogD,,=,4.12,CHEMBL2362975,,Lipophilicity was measured in octanol/buffer (pH 7.4),P,O=C(O)c1cccc(NC(=O)c2[nH]c(C3CCCCC3)nc2CCC23CC4CC(CC(C4)C2)C3)c1
3222,1609947,CHEMBL884376,CHEMBL425574,LogD,,=,4.91,CHEMBL2362975,,Lipophilicity was measured in octanol/buffer (pH 7.4),P,Cc1ccc(NC(=O)c2[nH]c(C3(C)CCCCC3)nc2CCC23CC4CC(CC(C4)C2)C3)cc1C(=O)O
3223,1609953,CHEMBL884376,CHEMBL390519,LogD,,=,2.73,CHEMBL2362975,,Lipophilicity was measured in octanol/buffer (pH 7.4),P,O=C(O)c1cccc(NC(=O)c2nc(C3CCCCC3)[nH]c2COC23CC4CC(CC(C4)C2)C3)c1
3224,1609963,CHEMBL884376,CHEMBL197780,LogD,,=,3.02,CHEMBL2362975,,Lipophilicity was measured in octanol/buffer (pH 7.4),P,Cc1cc(C)c(-c2nc(C(=O)Nc3cccc(C(=O)O)c3)c(COC34CC5CC(CC(C5)C3)C4)[nH]2)c(C)c1
3249,1675920,CHEMBL871151,CHEMBL413571,LogD,,=,3.1,CHEMBL2362975,,Distribution coefficient (LogD) between octanol and buffer,P,O=C(NCCCN1CCC2(CCc3ccccc32)CC1)c1ccccc1-c1ccccc1
3250,1675921,CHEMBL871151,CHEMBL202225,LogD,,=,2.7,CHEMBL2362975,,Distribution coefficient (LogD) between octanol and buffer,P,O=C(NCCCN1CCC2(CCc3ccccc32)CC1)[C@H]1CCCN1Cc1ccccc1
3486,1853684,CHEMBL914044,CHEMBL378763,LogD,,=,0.5,CHEMBL2362975,,"Distribution coefficient, log D in n-octanol and phosphate buffer at pH 7.4",P,CCC[C@H](CC1(C(=O)Nc2nnc(CC)s2)CCCC1)C(=O)O
3487,1853696,CHEMBL914044,CHEMBL224670,LogD,,=,0.5,CHEMBL2362975,,"Distribution coefficient, log D in n-octanol and phosphate buffer at pH 7.4",P,COCC[C@H](CC1(C(=O)NCCCc2ccc(F)cc2)CCCC1)C(=O)O
3488,1853697,CHEMBL914044,CHEMBL389061,LogD,,=,0.3,CHEMBL2362975,,"Distribution coefficient, log D in n-octanol and phosphate buffer at pH 7.4",P,COCC[C@H](CC1(C(=O)N[C@@H]2C[C@H]2c2ccc(OC)cc2)CCCC1)C(=O)O
3489,1853698,CHEMBL914044,CHEMBL225085,LogD,,=,1.0,CHEMBL2362975,,"Distribution coefficient, log D in n-octanol and phosphate buffer at pH 7.4",P,COCC[C@H](CC1(C(=O)NCCCc2ccc(Cl)cc2)CCCC1)C(=O)O
3490,1853699,CHEMBL914044,CHEMBL225084,LogD,,=,-0.2,CHEMBL2362975,,"Distribution coefficient, log D in n-octanol and phosphate buffer at pH 7.4",P,COCC[C@H](CC1(C(=O)NC2(CO)Cc3ccccc3C2)CCCC1)C(=O)O
3627,1935614,CHEMBL891655,CHEMBL243189,LogD,,=,1.33,CHEMBL2362975,,"Distribution coefficient, log D in octanol and phosphate buffer at pH 7.4",P,COc1ccc(C[C@H](NC(=N)N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](Cc2ccc(Cl)cc2)C(N)=O)cc1
3628,1935623,CHEMBL891655,CHEMBL243724,LogD,,=,0.78,CHEMBL2362975,,"Distribution coefficient, log D in octanol and phosphate buffer at pH 7.4",P,COc1ccc(C[C@H](NC(=N)N)C(=O)N2CCC[C@@H]2C(=O)NCC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)cc1
3629,1935624,CHEMBL891655,CHEMBL390689,LogD,,=,1.64,CHEMBL2362975,,"Distribution coefficient, log D in octanol and phosphate buffer at pH 7.4",P,COc1ccc(C[C@H](NC(=N)N)C(=O)N2CCC[C@@H]2C(=O)NCC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](Cc2ccc(Cl)cc2)C(N)=O)cc1
3630,1935625,CHEMBL891655,CHEMBL390271,LogD,,=,0.21,CHEMBL2362975,,"Distribution coefficient, log D in octanol and phosphate buffer at pH 7.4",P,COc1ccc(C[C@H](NC(=N)N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)cc1
3719,2005707,CHEMBL901114,CHEMBL235510,LogD,,=,-0.41,CHEMBL2362975,,"Lipophilicity, log D in octanol at pH 7.4",P,NC(=O)[C@H](Cc1ccccc1)N1CCNC(=O)CCN[C@@H](Cc2ccccc2)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC1=O
3720,2005708,CHEMBL901114,CHEMBL391994,LogD,,=,-0.57,CHEMBL2362975,,"Lipophilicity, log D in octanol at pH 7.4",P,CN1CC(=O)NCC(=O)NCC(=O)NCC(=O)N([C@@H](Cc2ccccc2)C(N)=O)CCNC(=O)CCN[C@@H](Cc2ccccc2)C1=O
3721,2005709,CHEMBL901114,CHEMBL391932,LogD,,=,0.49,CHEMBL2362975,,"Lipophilicity, log D in octanol at pH 7.4",P,C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NCCC(=O)NCCN([C@@H](Cc2ccccc2)C(N)=O)C(=O)[C@H](C)NC(=O)[C@H](C)NC1=O
3733,2009172,CHEMBL902756,CHEMBL393591,LogD,,=,1.1,CHEMBL2362975,,"Distribution coefficient, log D in octanol and phosphate buffer saline at pH 7.4",P,COC(=O)NC(Cc1ccc(NC(=N)N)cc1)P(=O)(Oc1ccccc1)Oc1ccccc1
3734,2009185,CHEMBL902756,CHEMBL393979,LogD,,=,-0.08,CHEMBL2362975,,"Distribution coefficient, log D in octanol and phosphate buffer saline at pH 7.4",P,COC(=O)NC(Cc1ccc(NC(=N)N)cc1)P(=O)(Oc1ccc(NC(C)=O)cc1)Oc1ccc(NC(C)=O)cc1
4239,2258039,CHEMBL1008823,CHEMBL519730,LogD,,=,4.1,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4",P,O=C(c1csc2ccccc12)N(CCc1ccc(Cl)cc1)C1CCN(CCc2ccc(F)cc2F)CC1
4240,2258040,CHEMBL1008823,CHEMBL519540,LogD,,=,5.0,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4",P,O=C(c1csc2ccccc12)N(CCc1ccc(Cl)cc1)C1CCC2(CC1)OCCO2
4241,2258041,CHEMBL1008823,CHEMBL487167,LogD,,=,4.9,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4",P,O=C(c1csc2ccccc12)N(CCc1ccc(Cl)cc1)[C@H]1CC[C@H](O)CC1
4242,2258042,CHEMBL1008823,CHEMBL471009,LogD,,=,4.0,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4",P,O=C(c1cccc2cnccc12)N(CCc1ccc(Cl)cc1)C1CCC2(CC1)OCCO2
4243,2258666,CHEMBL1005370,CHEMBL453725,LogD,,=,0.5,CHEMBL2362975,,"Octanol-phosphate buffered saline partition coefficient, log D at pH 7.4",P,CN(O)c1c(NCCc2ccccc2)c(=O)c1=O
4271,2262490,CHEMBL954135,CHEMBL393804,LogD,,=,2.83,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 at 25 degC by potentiometric titration method",P,Cc1nc2c3c(c(C(=O)N(C)C)cn2c1C)CCC(c1ccccc1)O3
4272,2262491,CHEMBL954135,CHEMBL465087,LogD,,=,2.91,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 at 25 degC by potentiometric titration method",P,Cc1nc2c3c(c(C(=O)N(C)C)cn2c1C)CCC1(CCc2ccccc21)O3
4273,2262492,CHEMBL954135,CHEMBL464435,LogD,,=,3.29,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 at 25 degC by potentiometric titration method",P,CNC(=O)c1cn2c(C)c(C)nc2c2c1CCC1(CCc3ccccc31)O2
4274,2262493,CHEMBL954135,CHEMBL464436,LogD,,=,3.64,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 at 25 degC by potentiometric titration method",P,Cc1nc2c3c(c(C(=O)NC4CC4)cn2c1C)CCC1(CCc2ccccc21)O3
4275,2262494,CHEMBL954135,CHEMBL465639,LogD,,=,3.19,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 at 25 degC by potentiometric titration method",P,Cc1nc2c3c(c(C(=O)N4CCC4)cn2c1C)CCC1(CCc2ccccc21)O3
4276,2262495,CHEMBL954135,CHEMBL479816,LogD,,=,3.17,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 at 25 degC by potentiometric titration method",P,Cc1nc2c3c(c(C(=O)N4CC(F)C4)cn2c1C)CCC1(CCc2ccccc21)O3
4277,2262496,CHEMBL954135,CHEMBL518611,LogD,,=,3.57,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 at 25 degC by potentiometric titration method",P,Cc1nc2c3c(c(C(=O)N4CC(F)(F)C4)cn2c1C)CCC1(CCc2ccccc21)O3
4278,2262497,CHEMBL954135,CHEMBL479817,LogD,,=,3.36,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 at 25 degC by potentiometric titration method",P,Cc1nc2c3c(c(C(=O)N4CCCC4)cn2c1C)CCC1(CCc2ccccc21)O3
4279,2262498,CHEMBL954135,CHEMBL479818,LogD,,=,3.87,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 at 25 degC by potentiometric titration method",P,Cc1nc2c3c(c(C(=O)N4CCCCC4)cn2c1C)CCC1(CCc2ccccc21)O3
4280,2262499,CHEMBL954135,CHEMBL481387,LogD,,=,2.85,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 at 25 degC by potentiometric titration method",P,Cc1nc2c3c(c(C(=O)N4CCOCC4)cn2c1C)CCC1(CCc2ccccc21)O3
4281,2262500,CHEMBL954135,CHEMBL519612,LogD,,=,4.7,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 at 25 degC by potentiometric titration method",P,Cc1nc2c3c(c(C(=O)Nc4ccccc4)cn2c1C)CCC1(CCc2ccccc21)O3
4282,2262501,CHEMBL954135,CHEMBL520572,LogD,,=,3.15,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 at 25 degC by potentiometric titration method",P,CON(C)C(=O)c1cn2c(C)c(C)nc2c2c1CCC1(CCc3ccccc31)O2
4283,2262502,CHEMBL954135,CHEMBL480216,LogD,,=,3.42,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 at 25 degC by potentiometric titration method",P,Cc1cccc2c1CCC21CCc2c(C(=O)N(C)C)cn3c(C)c(C)nc3c2O1
4284,2262503,CHEMBL954131,CHEMBL518603,LogD,,=,2.9,CHEMBL2362975,,"Octanol-water distribution coefficient, log D by HPLC",P,Cc1nc2c3c(c(C(=O)N(C)C)cn2c1C)CCC1(Cc2ccccc2C1)O3
4285,2262504,CHEMBL954131,CHEMBL480408,LogD,,=,3.0,CHEMBL2362975,,"Octanol-water distribution coefficient, log D by HPLC",P,Cc1nc2c3c(c(C(=O)N(C)C)cn2c1C)CCC1(CCc2cc(F)ccc21)O3
4327,2296154,CHEMBL1025122,CHEMBL497251,LogD,,=,0.158,CHEMBL2362975,,"Octanol-phosphate buffer partition coefficient, log D at pH 7.4 by spectrophotometry",P,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CC[N+](CCO)(CCO)CC3)cc21.[Br-]
4328,2296155,CHEMBL1025122,CHEMBL740,LogD,,=,0.087,CHEMBL2362975,,"Octanol-phosphate buffer partition coefficient, log D at pH 7.4 by spectrophotometry",P,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C=O)CC3)cc21
4329,2296156,CHEMBL1025122,CHEMBL497253,LogD,,=,-0.043,CHEMBL2362975,,"Octanol-phosphate buffer partition coefficient, log D at pH 7.4 by spectrophotometry",P,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(Cn4cnc5ccccc54)CC3)cc21
4330,2296157,CHEMBL1025122,CHEMBL522409,LogD,,=,-0.043,CHEMBL2362975,,"Octanol-phosphate buffer partition coefficient, log D at pH 7.4 by spectrophotometry",P,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(CN4CCOCC4)CC3)cc21
4331,2296158,CHEMBL1025122,CHEMBL451117,LogD,,=,-0.072,CHEMBL2362975,,"Octanol-phosphate buffer partition coefficient, log D at pH 7.4 by spectrophotometry",P,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(c4nnc(-c5ccccc5)c(-c5ccccc5)n4)CC3)cc21
4332,2296159,CHEMBL1025122,CHEMBL9,LogD,,=,-0.41,CHEMBL2362975,,"Octanol-phosphate buffer partition coefficient, log D at pH 7.4 by spectrophotometry",P,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21
4333,2296160,CHEMBL1025122,CHEMBL501476,LogD,,=,-0.8,CHEMBL2362975,,"Octanol-phosphate buffer partition coefficient, log D at pH 7.4 by spectrophotometry",P,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(CN4C(=O)CCC4=O)CC3)cc21
4334,2296161,CHEMBL1025122,CHEMBL501475,LogD,,=,-0.85,CHEMBL2362975,,"Octanol-phosphate buffer partition coefficient, log D at pH 7.4 by spectrophotometry",P,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(CN4N=C(C)CC4=O)CC3)cc21
4335,2296162,CHEMBL1025122,CHEMBL500686,LogD,,=,-0.9,CHEMBL2362975,,"Octanol-phosphate buffer partition coefficient, log D at pH 7.4 by spectrophotometry",P,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(CN4C(=O)c5cccc6cccc(c56)C4=O)CC3)cc21
4391,2369724,CHEMBL1034836,CHEMBL448998,LogD,,=,3.6,CHEMBL2362975,,"Octanol-saline distribution coefficient, log D at pH 7.4",P,CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCc1ccccc1
4430,2404210,CHEMBL963332,CHEMBL476404,LogD,,=,2.8,CHEMBL2362975,,"Octanol-phosphate buffer partition coefficient, log D at pH 7.4 by shake-flask method",P,COc1ccc(-c2c(C#N)c(C(=O)NN3CCCC3)nn2-c2ccc(Cl)cc2Cl)cc1
4431,2404211,CHEMBL963332,CHEMBL476232,LogD,,=,2.8,CHEMBL2362975,,"Octanol-phosphate buffer partition coefficient, log D at pH 7.4 by shake-flask method",P,COc1ccc(-c2c(C#N)c(C(=O)NN3CCCCC3)nn2-c2ccc(F)cc2Cl)cc1
4432,2404212,CHEMBL963332,CHEMBL477004,LogD,,=,2.9,CHEMBL2362975,,"Octanol-phosphate buffer partition coefficient, log D at pH 7.4 by shake-flask method",P,COc1ccc(-c2c(C#N)c(C(=O)NN3CCCCC3)nn2-c2ccc(F)cc2Br)cc1
4433,2404213,CHEMBL963332,CHEMBL477642,LogD,,=,3.5,CHEMBL2362975,,"Octanol-phosphate buffer partition coefficient, log D at pH 7.4 by shake-flask method",P,N#Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1
4434,2404214,CHEMBL963332,CHEMBL515022,LogD,,=,2.9,CHEMBL2362975,,"Octanol-phosphate buffer partition coefficient, log D at pH 7.4 by shake-flask method",P,N#Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(OCF)cc1
4435,2404230,CHEMBL963332,CHEMBL111,LogD,,=,4.6,CHEMBL2362975,,"Octanol-phosphate buffer partition coefficient, log D at pH 7.4 by shake-flask method",P,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1
4436,2404231,CHEMBL963332,CHEMBL514215,LogD,,=,3.3,CHEMBL2362975,,"Octanol-phosphate buffer partition coefficient, log D at pH 7.4 by shake-flask method",P,COc1ccc(-c2c(C#N)c(C(=O)NN3CCCCC3)nn2-c2ccc(Cl)cc2Cl)cc1
4437,2404232,CHEMBL963332,CHEMBL514361,LogD,,=,3.4,CHEMBL2362975,,"Octanol-phosphate buffer partition coefficient, log D at pH 7.4 by shake-flask method",P,COc1ccc(-c2c(C#N)c(C(=O)NN3CCCCC3)nn2-c2ccccc2Br)cc1
4438,2404233,CHEMBL963332,CHEMBL514845,LogD,,=,3.9,CHEMBL2362975,,"Octanol-phosphate buffer partition coefficient, log D at pH 7.4 by shake-flask method",P,N#Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(I)cc1
4439,2404234,CHEMBL963332,CHEMBL475977,LogD,,=,3.7,CHEMBL2362975,,"Octanol-phosphate buffer partition coefficient, log D at pH 7.4 by shake-flask method",P,N#Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Br)cc1
4440,2404235,CHEMBL963332,CHEMBL476183,LogD,,=,2.5,CHEMBL2362975,,"Octanol-phosphate buffer partition coefficient, log D at pH 7.4 by shake-flask method",P,COc1ccc(-c2c(C(N)=O)c(C(=O)NN3CCCCC3)nn2-c2ccccc2Br)cc1
4441,2404236,CHEMBL963332,CHEMBL476403,LogD,,=,3.2,CHEMBL2362975,,"Octanol-phosphate buffer partition coefficient, log D at pH 7.4 by shake-flask method",P,N#Cc1c(C(=O)NN2CCOCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(I)cc1
4442,2404237,CHEMBL963332,CHEMBL514999,LogD,,=,3.1,CHEMBL2362975,,"Octanol-phosphate buffer partition coefficient, log D at pH 7.4 by shake-flask method",P,N#Cc1c(C(=O)NN2CCOCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Br)cc1
4443,2412973,CHEMBL993539,CHEMBL515622,LogD,,=,3.6,CHEMBL2362975,,"Distribution coefficient, log D in octanol/phosphate buffer at pH 7.4 by shaking flask method",P,CCN(Cc1ccccc1)C(=O)Cn1c(=O)n(CCF)c2cnc(-c3ccccc3)nc21
4444,2412974,CHEMBL993539,CHEMBL476607,LogD,,=,3.2,CHEMBL2362975,,"Distribution coefficient, log D in octanol/phosphate buffer at pH 7.4 by shaking flask method",P,CN(Cc1ccccc1)C(=O)Cn1c(=O)n(CCF)c2cnc(-c3ccccc3)nc21
4445,2412975,CHEMBL993539,CHEMBL476811,LogD,,=,3.1,CHEMBL2362975,,"Distribution coefficient, log D in octanol/phosphate buffer at pH 7.4 by shaking flask method",P,Cn1c(=O)n(CC(=O)N(CCF)Cc2ccccc2)c2nc(-c3ccccc3)ncc21
4446,2412976,CHEMBL993539,CHEMBL513922,LogD,,=,3.3,CHEMBL2362975,,"Distribution coefficient, log D in octanol/phosphate buffer at pH 7.4 by shaking flask method",P,CCN(Cc1ccccc1)C(=O)Cn1c(=O)n(C)c2cnc(-c3ccccc3)nc21
4447,2412977,CHEMBL993539,CHEMBL481537,LogD,,=,3.7,CHEMBL2362975,,"Distribution coefficient, log D in octanol/phosphate buffer at pH 7.4 by shaking flask method",P,CCC(C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1
4448,2412978,CHEMBL993539,CHEMBL292092,LogD,,=,3.8,CHEMBL2362975,,"Distribution coefficient, log D in octanol/phosphate buffer at pH 7.4 by shaking flask method",P,COc1ccc(OCCF)c(CN(C(C)=O)c2cc(F)ccc2Oc2ccccc2)c1
4475,2456591,CHEMBL948522,CHEMBL266158,LogD,,=,0.64,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,c1ccncc1
4477,2456593,CHEMBL948522,CHEMBL511085,LogD,,=,3.22,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,Clc1ccc2cc[nH]c2c1
4478,2456594,CHEMBL948522,CHEMBL15844,LogD,,=,2.24,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,c1ccc2[nH]ccc2c1
4479,2456595,CHEMBL948522,CHEMBL482278,LogD,,=,1.75,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,COc1ccc(C#N)cc1
4480,2456596,CHEMBL948522,CHEMBL15819,LogD,,=,1.56,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,N#Cc1ccccc1
4481,2456597,CHEMBL948522,CHEMBL15750,LogD,,=,1.83,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,O=[N+]([O-])c1ccccc1
4482,2456598,CHEMBL948522,CHEMBL445438,LogD,,=,2.2,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,O=S(=O)(c1ccccc1)N1CCCC1
4483,2456599,CHEMBL948522,CHEMBL263327,LogD,,=,2.41,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,O=S(=O)(c1ccccc1)c1ccccc1
4484,2456600,CHEMBL948522,CHEMBL481874,LogD,,=,2.81,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,[O-][S+](CC1CCCCC1)c1ccccc1
4485,2456601,CHEMBL948522,CHEMBL336123,LogD,,=,2.1,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,[O-][S+](c1ccccc1)c1ccccc1
4486,2456602,CHEMBL948522,CHEMBL501953,LogD,,=,1.71,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,Cc1ccc2c(c1)c(C)cc(C)[n+]2[O-]
4487,2456603,CHEMBL948522,CHEMBL275638,LogD,,=,3.49,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,O=c1cc(-c2ccccc2)oc2ccccc12
4488,2456604,CHEMBL948522,CHEMBL481341,LogD,,=,1.9,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,Cc1ccc2occc(=O)c2c1
4489,2456605,CHEMBL948522,CHEMBL6466,LogD,,=,1.44,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,O=c1ccc2ccccc2o1
4490,2456606,CHEMBL948522,CHEMBL447815,LogD,,=,1.02,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,O=C1Cc2ccccc2CO1
4491,2456607,CHEMBL948522,CHEMBL509701,LogD,,=,1.8,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,CCn1c(C)cc(=O)c2ccc(Cl)cc21
4492,2456608,CHEMBL948522,CHEMBL504235,LogD,,=,2.47,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,O=c1ccn(Cc2ccc(-c3ccccc3)cc2)cc1
4493,2456609,CHEMBL948522,CHEMBL216146,LogD,,=,1.52,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,Cn1c(=O)ccc2ccccc21
4494,2456610,CHEMBL948522,CHEMBL507968,LogD,,=,2.47,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,O=c1ccccn1Cc1ccc(C(F)(F)F)cc1
4495,2456611,CHEMBL948522,CHEMBL454247,LogD,,=,2.09,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,O=c1ccccn1Cc1cccc(Cl)c1
4496,2456612,CHEMBL948522,CHEMBL503779,LogD,,=,1.37,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,O=c1ccccn1Cc1ccccc1
4497,2456613,CHEMBL948522,CHEMBL450803,LogD,,=,1.6,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,CN(C)C(=O)N(C)c1ccccc1
4498,2456614,CHEMBL948522,CHEMBL463734,LogD,,=,1.33,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,Cn1c(=O)n(C)c2ccccc21
